"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2013-244454","特願2012-119786","2012/05/25","2013/12/09","排ガス処理装置","三菱重工業株式会社","B01D53/34,125@C,B01D53/34,125@E,B01D53/34,129@B,B01D53/34,132@Z,B01D53/34,135@Z,B01D53/34,B01D53/50,230,B01D53/50,245,B01D53/56,300,B01D53/60,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/80,B01D53/60,200","(57)【要約】
【課題】排ガス中のＣＯ2を回収除去する前処理におい<BR>て、ＣＯ2吸収液の劣化を大幅に抑制することができる<BR>排ガス処理装置を提供する。
【解決手段】ボイラＢから排出され、窒素酸化物、硫黄<BR>酸化物及び二酸化炭素を含有する排ガス１１Ａ中から窒<BR>素酸化物を極低濃度まで除去する脱硝装置１２と、前記<BR>脱硝装置１２のガス流れ後流側に設置され、排ガス１１<BR>Ｂ中の硫黄酸化物を極低濃度まで除去する脱硫装置１３<BR>と、前記脱硫装置１３のガス流れ後流側に設置され、排<BR>ガス１１Ｃ中に残留する極低濃度のＮＯ2及び極低濃度<BR>のＳＯ2を、亜硫酸塩を含む吸収液で仕上げ脱硝・脱硫<BR>する仕上げ脱硝・脱硫装置１４と、前記仕上げ脱硝・脱<BR>硫装置１４のガス流れ後流側に設置され、排ガス１１Ｄ<BR>中の二酸化炭素を除去・回収する二酸化炭素回収装置１<BR>５とを具備する。
【選択図】図１
","特開2013-244454","","特許6057545","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-244454/72069851956A2D82BB1C9A235D52459797D04398C1A9460A58AC9BF0AF380166/11/ja"
"特表2015-521105","特願2015-515148","2013/05/29","2013/12/05","硫化水素の選択的な吸収のための吸収剤組成物","シエル・インターナシヨネイル・リサーチ・マーチヤツピイ・ベー・ウイ,ハンツマン　ペトロケミカル　エルエルシー","B01D53/14,210","(57)【要約】
硫化水素と二酸化炭素の両方を含むガス状混合物から、<BR>二酸化炭素に対して硫化水素を選択的に除去するのに有<BR>用な吸収剤組成物、及びそれらの使用。吸収剤組成物は<BR>、ｔｅｒｔ－ブチルアミン及び特定された所定の分子量<BR>の範囲の平均分子量を有する多分散ポリエチレングリコ<BR>ール（ＰＥＧ）混合物のアミノ化反応生成物のアミン混<BR>合物を含む。またアミノ化反応生成物は、第一の立体障<BR>害アミン及び第二の立体障害アミンを含んでもよい。吸<BR>収剤組成物は、好ましくは、スルホン化合物などの有機<BR>性共溶媒を含む。吸収剤組成物を利用することにより所<BR>定のガス吸収処理の操作を改善する方法も提供する。
【選択図】図１
","特表2015-521105","","特許6491090","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-521105/1532553ABE14003E10643BAD21C29E8BAE9C987CADA19A3D3C4CA715FBDC7BC2/11/ja"
"特表2015-523204","特願2015-515153","2013/05/29","2013/12/05","硫化水素の選択的な吸収処理を改善する方法","シエル・インターナシヨネイル・リサーチ・マーチヤツピイ・ベー・ウイ,ハンツマン　ペトロケミカル　エルエルシー","B01D53/14,210,C10L3/10,B01D53/14,220","(57)【要約】
  硫化水素と二酸化炭素の両方を含むガス状混合物から<BR>、二酸化炭素に対して硫化水素を選択的に除去するのに<BR>有用な吸収剤組成物、及びそれらの使用。吸収剤組成物<BR>は、ｔｅｒｔ－ブチルアミン及び特定された所定の分子<BR>量の範囲の平均分子量を有する多分散ポリエチレングリ<BR>コール（ＰＥＧ）混合物のアミノ化反応生成物のアミン<BR>混合物を含む。またアミノ化反応生成物は、第一の立体<BR>障害アミン及び第二の立体障害アミンを含んでいてもよ<BR>い。吸収剤組成物は、好ましくは、スルホン化合物など<BR>の有機性共溶媒を包含する。吸収剤組成物を利用するこ<BR>とにより所定のガス吸収処理の操作を改善する方法も提<BR>供される。
【選択図】  図１
","特表2015-523204","","特許6490579","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-523204/229972186029D3F7947F2ADD149B3CBE154DEC685F3D3628EB7D94C88CC99D2D/11/ja"
"特表2015-523203","特願2015-515150","2013/05/29","2013/12/05","硫化水素の選択的な吸収のための吸収剤組成物およびそれらを使用する方法","シエル・インターナシヨネイル・リサーチ・マーチヤツピイ・ベー・ウイ,ハンツマン　ペトロケミカル　エルエルシー","B01D53/14,210,C07C217/08","(57)【要約】
硫化水素と二酸化炭素の両方を含むガス状混合物から、<BR>二酸化炭素に対して硫化水素を選択的に除去するのに有<BR>用な吸収剤組成物、及びそれらの使用。吸収剤組成物は<BR>、水性溶媒の相分離が抑制されるような濃度で強酸が添<BR>加された、ｔｅｒｔ－ブチルアミン及び多分散ポリエチ<BR>レングリコール混合物のアミノ化反応生成物を含むアミ<BR>ン混合物と、水とを含む水性溶媒を含む。吸収剤組成物<BR>の使用により所定のガス吸収処理の操作を改善すること<BR>もできる。
【選択図】図１
","特表2015-523203","","特許6490578","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-523203/4BF6F691359C2B81CF9D7F149352BB4A0DD7EE9834368EFFAC87095E9017823D/11/ja"
"特表2015-525121","特願2015-515152","2013/05/29","2013/12/05","高温で硫化水素を選択的に吸収する方法","シエル・インターナシヨネイル・リサーチ・マーチヤツピイ・ベー・ウイ,ハンツマン　ペトロケミカル　エルエルシー","B01D53/14,210,C10L3/10,B01D53/14,220","(57)【要約】
  硫化水素濃度が低下した処理済みガスストリームを得<BR>るために、所定濃度の硫化水素と二酸化炭素の両方を有<BR>するガスストリームを処理するための高温での選択的な<BR>吸収方法。高温での選択的な吸収方法は、難しい吸収条<BR>件下でのガスストリームの加工を可能にする独特な新規<BR>の吸収剤組成物を利用しており、本発明の吸収方法の他<BR>の特徴を提供する。
【選択図】  図１
","特表2015-525121","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-525121/9443D6E60F75CC884BE2B3AA517D34977DE1728F1939355E6821685EE024E93F/11/ja"
"特開2013-240743","特願2012-115039","2012/05/18","2013/12/05","ＣＯ２分離除去装置","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/18@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/18,130,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】ＣＯ2除去効率およびエネルギー効率が改善さ<BR>れた、ＣＯ2分離除去装置およびＣＯ2分離除去方法を提<BR>供する。
【解決手段】ＣＯ2を含むガスとアミン化合物からなる<BR>リーン液とを接触させてＣＯ2をリーン液に吸収させて<BR>セミリッチ液を得る上部充填層２ａ、ＣＯ2を含むガス<BR>とセミリッチ液とを接触させてＣＯ2をセミリッチ液に<BR>吸収させてリッチ液を得る下部充填層２ｂ、リッチ液か<BR>らＣＯ2を追い出してリーン液を得る再生塔１３、下部<BR>充填層２ｂで得られたリッチ液と上部充填層２ａで得ら<BR>れたセミリッチ液との間で熱交換する熱交換器７、熱交<BR>換器７で熱交換されたリッチ液と再生塔１３で得られた<BR>リーン液との間で熱交換する熱交換器２２、熱交換器２<BR>２で熱交換されたリーン液を上部充填層２ａに供給する<BR>ノズル６、および熱交換器２２で熱交換されたリッチ液<BR>を再生塔１３に供給するノズル１４を有する、ＣＯ2分<BR>離除去装置。
【選択図】図１
","特開2013-240743","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-240743/7AB3B153A943E38AC32050228FFDAC8E94542626A92CE9CDBDDFA5AA951318EE/11/ja"
"特開2013-236987","特願2012-109948","2012/05/11","2013/11/28","複合アミン吸収液、ＣＯ２又はＨ２Ｓ又はその双方の除去装置及び方法","三菱重工業株式会社,関西電力株式会社","B01D53/14,102,B01D53/14,103,B01D53/34,127@B,B01D53/34,135@Z,B01D53/34,B01D53/14,210,B01D53/14,220,B01D53/52,220,B01D53/62,B01D53/96","(57)【要約】
【課題】吸収能力のみならず再生能力も兼ね備えた複合アミン吸収液、ＣＯ2又はＨ2Ｓ又<BR>はその双方の除去装置及び方法を提供する。
【解決手段】１）モノエタノールアミン（ＭＥＡ）と、２）下記式（１）で示される立体<BR>障害性の高い１級アミンとを、水に溶解して吸収液とすることによって、吸収液の再生時<BR>におけるＣＯ2又はＨ2Ｓの放散性が良好なものとなり、ＣＯ2又はＨ2Ｓの回収設備におけ<BR>る吸収液再生時に用いる水蒸気量を低減することができる。
【化１】

【選択図】なし
","特開2013-236987","","特許5986796","拒絶2016-007527","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-236987/610DF94CA34D219E25F7D73DC8164E0BA438539E976B60BB9157480C59662A56/11/ja"
"特表2015-523904","特願2015-512122","2013/05/14","2013/11/21","炭素捕捉","ユニバーシティー　オブ　ニューキャッスル　アポン　タイン","B01J23/755@M,B01D53/14,210,C02F1/58@H,C01B31/20@B,B01D53/18,110,B01J35/02@H,C01B32/50","(57)【要約】
本発明は二酸化炭素の水和を触媒するための固形金属物<BR>質の使用に関する。また、二酸化炭素を水和し、および<BR>炭素を捕捉するための方法および装置に関する。固形金<BR>属物質はニッケルナノ粒子であることができる。本発明<BR>は、放出の時点または大気からのいずれかでの二酸化炭<BR>素の隔離における特定の適用を見出す。
","特表2015-523904","","特許6367184","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-523904/DE74DAAB382B06D1DA934D235BD6F71F588582EC442D81F9E6F0A60261514BB2/11/ja"
"特表2015-520671","特願2015-511635","2013/05/07","2013/11/14","生物起源の活性炭ならびにそれを作製および使用する方法","バイオジェニック　レゲンツ　エルエルシー,バイオジェニック　レゲント　ベンチャーズ　エルエルシー,カーボン　テクノロジー　ホールディングス，　エルエルシー","B01D53/64,100,C02F1/28@D,B01J20/20@D,C01B31/12,B01D53/64,C02F1/28@C,B01J20/20@C,B01D53/58,C02F1/28@B,B01J20/34@A,B01D53/56,100,B01D53/52,B01D53/50,110,B01D53/70,B01D53/66,B01D53/62,100,B01D53/62,B01D53/46,B01D53/81,B01D53/75,B01D53/76,B01D53/96,C01B32/30,C01B32/318,C01B32/36,C01B32/342","(57)【要約】
  本明細書に開示の生物起源の活性炭組成物は、少なく<BR>とも５５重量％の炭素を含み、その一部はグラフェンと<BR>して存在し得、高い表面積、例えば、２０００を超える<BR>ヨウ素価を有する。いくつかの実施形態は、磁場に応答<BR>する生物起源の活性炭を提供する。生物起源の活性炭を<BR>生成するための連続方法は、機械的手段により、供給原<BR>料を、水および／または二酸化炭素を含む活性化剤を含<BR>む蒸気流と向流的に接触させることと、反応帯域から蒸<BR>気を除去することと、分離された蒸気流またはその熱的<BR>に処理された形態の少なくとも一部を、反応帯域（複数<BR>可）の入口および／または供給原料に再循環させること<BR>と、生物起源の活性炭として反応帯域（複数可）から固<BR>体を回収することとを含む。この生物起源の活性炭を使<BR>用する方法が開示される。
【選択図】  図１６
","特表2015-520671","","","拒絶2017-018518","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-520671/AB2E8EB284EC20A4B08DCFB0C7BCF942779E1EF38ADEC81A972A0D0C2CF6B87D/11/ja"
"特開2013-231584","特願2013-121738","2013/06/10","2013/11/14","高炉ガスの分離方法","ＪＦＥスチール株式会社,ＪＦＥエンジニアリング株式会社","B01D53/04@B,B01D53/04@G,B01D53/14@C,B01D53/22,C01B3/56@Z,C01B21/04@B,C01B21/04@M,C01B31/18@B,C01B31/20@B,F27D17/00,104@G,B01D53/04,230,B01D53/047,B01D53/14,200,C01B32/40,C01B32/50","(57)【要約】
【課題】  高炉ガスを、それぞれの成分を主成分とする<BR>ガスに、高回収率で効率良く分離・回収する。
【解決手段】  高炉ガスを三段のガス分離精製装置を用<BR>いて各成分を主体とするガスに分離するに際し、一段目<BR>のガス分離精製装置（Ｓ１）によって、高炉ガスを、Ｃ<BR>Ｏ2及び不可避的不純物ガス成分（以下「不純物ガス」<BR>と記す）からなるガスと、Ｎ2及びＣＯ及びＨ2並びに不<BR>純物ガスからなるガスと、に分離し、二段目のガス分離<BR>精製装置（Ｓ２）によって、前記一段目のガス分離精製<BR>装置により分離された、Ｎ2及びＣＯ及びＨ2並びに不純<BR>物ガスからなるガスを、Ｎ2及び不純物ガスからなるガ<BR>スと、ＣＯ及び不純物ガスからなるガスと、Ｈ2及びＮ2<BR>並びに不純物ガスからなるガスとに分離し、三段目のガ<BR>ス分離精製装置（Ｓ３）によって、前記二段目のガス分<BR>離精製装置により分離された、Ｈ2及びＮ2並びに不純物<BR>ガスからなるガスから、Ｈ2及び不純物ガスからなるガ<BR>スを分離する。
【選択図】            図２
","特開2013-231584","","特許5567185","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-231584/BC92B2DDA0B19E0487CA9172CB36E1A7B92FDA645A99C9BE9C89846164ABD5C8/11/ja"
"特表2015-519194","特願2015-510458","2013/05/02","2013/11/07","排ガスからの汚染物質の再生回収","メックス・インコーポレイテッド","B01D53/34,125@R,B01D53/14@C,B01D53/34,118@A,B01D53/34,124@Z,B01D53/34,130@D,B01D53/34,133,B01D53/34,134@B,B01D53/34,135@Z,B01D53/14,200,B01D53/40,200,B01D53/50,100,B01D53/50,290,B01D53/56,200,B01D53/60,200,B01D53/62,B01D53/68,120,B01D53/78,B01D53/96","(57)【要約】
  本発明は、排ガスからの汚染物質の選択的除去工程に<BR>関する。より具体的には、本発明の多様な実施形態は、<BR>好適なエネルギー効率を実現する再生二酸化硫黄吸収／<BR>脱着工程における、排ガスからの二酸化硫黄の選択的除<BR>去および回収に関する。エネルギーは、除去器ガスから<BR>冷却媒体への熱の間接移動によって、脱着サイクル内で<BR>生成された湿式除去器頂部ガス流から回収され、吸収液<BR>から汚染物質を除去するのに使用する蒸気を発生させる<BR>ために使用される。吸収域は、吸収媒体が汚染物質ガス<BR>を吸収する能力を増強するために任意に冷却されてもよ<BR>く、これによって、吸収／脱着サイクルにおいて、注入<BR>、処理、加熱、および冷却されなくてはならない吸収媒<BR>体および汚染物質に富んだ吸収液の量を、減少させるこ<BR>とができる。
【選択図】  図１
","特表2015-519194","","特許6310907","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-519194/9B766163E02EB88A851316A97168F3B60A86AF529BFA2C6B8D2407F804EFE97E/11/ja"
"特表2015-515925","特願2015-510489","2013/05/03","2013/11/07","二酸化炭素を捕獲および封鎖するためのシステムおよび方法","ピーター・アイゼンベルガー","B01D53/14@A,B01D53/34,135@Z,B01D53/18@Z,B01D53/14,100,B01D53/18,B01D53/62,B01D53/81,B01D53/96","(57)【要約】
  処理前の空気中のＣＯ２濃度を実質的に増加させるた<BR>めに、周囲空気を最大５０体積％の工業的プロセスの発<BR>電機からの流出ガスと混合することによる、炭化水素燃<BR>料の燃焼により発電する工業的プロセスの正味の二酸化<BR>炭素のフットプリントを低下させるシステムおよび方法<BR>である。この処理は、冷却した多孔質基板で支持された<BR>アミン吸収剤を利用して混合された周囲空気からＣＯ２<BR>を吸収することを含み、ここで多孔質基板は最初に混合<BR>された周囲空気と接触すると、その孔中に凝縮水が含有<BR>されるようになり、この凝縮水が、吸着プロセスによっ<BR>て生成した発熱性の熱に対して特徴的な冷却剤として作<BR>用する。加えて、支持された吸収剤を再生する前に、密<BR>封された再生チャンバー中で空気圧を実質的に低下させ<BR>、この低圧のチャンバーを、水蒸気および二酸化炭素を<BR>含有するより高圧の再生チャンバーと共に流体連結部に<BR>配置して、再生しようとする吸着剤を予熱して、さらな<BR>るＣＯ２吸着に使用する前に再生された吸着剤を迅速に<BR>冷却する。
【選択図】図４
","特表2015-515925","","特許6236065","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-515925/EDA786ACFFD74F6FA51F7FC0A9EBFFAD33F5715E6260FE53A12058F457FCAB95/11/ja"
"特開2013-226487","特願2012-099045","2012/04/24","2013/11/07","ＣＯ２回収装置およびＣＯ２回収方法","三菱重工業株式会社,関西電力株式会社","B01D53/14,103,B01D53/34,135@Z,B01D53/34,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】安定した省エネルギーを図りつつ、エネルギー<BR>効率を一層向上させたＣＯ2回収装置及び方法を提供す<BR>る。
【解決手段】ＣＯ2を含有するＣＯ2含有排ガス１１Ａ中<BR>のＣＯ2を、ＣＯ2吸収塔１３内でＣＯ2吸収液１２を用<BR>いて回収除去するＣＯ2回収装置であって、吸収塔でＣ<BR>Ｏ2を吸収したリッチ溶液１２Ａの一部を分岐部Ｘで分<BR>岐させ、該分岐した一部のリッチ溶液１２Ａ1をリーン<BR>溶液の温度以下の温度まで予熱する予熱手段である第１<BR>の熱交換器２３Ａと、予熱手段で予熱された一部のリッ<BR>チ溶液１２Ａ2を、合流部Ｙでリッチ溶液１２Ａ0と合流<BR>し、該合流したリッチ溶液１２Ａ3と、ＣＯ2を放出した<BR>リーン溶液１２Ｂとを熱交換するリッチ・リーン溶液熱<BR>交換器５２と、をさらに具備する。
【選択図】図１
","特開2013-226487","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-226487/0656A467BB9E883B124BA993166CFE52E0F94317848B9C1ED39E0C11A40EFB29/11/ja"
"特開2013-226476","特願2012-098640","2012/04/24","2013/11/07","二酸化炭素の回収方法及び回収装置","株式会社ＩＨＩ","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】  吸収液の再生に要するエネルギーを削減して<BR>操業費用を低減可能な二酸化炭素の回収方法及び回収装<BR>置を提供する。
【解決手段】  二酸化炭素の回収装置において、ガスに<BR>含まれる二酸化炭素を吸収液に吸収させる吸収塔は、第<BR>１吸収部及び第２吸収部を有し、ガスは第１吸収部を経<BR>て第２吸収部に供給される。吸収塔で二酸化炭素を吸収<BR>した吸収液を加熱して再生する再生塔は、第１再生部及<BR>び第２再生部を有し、第１再生部は外部加熱手段を有し<BR>、第２再生部は、第１再生部から放出されるガスの熱に<BR>よって加熱される。吸収液の循環機構は、第２吸収部と<BR>第１再生部との間で吸収液を循環させる循環系と、循環<BR>系を循環する吸収液の一部が第２吸収部から第１吸収部<BR>及び第２再生部を順次経由して第１再生部に向かうよう<BR>に循環系から分岐する支流系とを有する。
【選択図】    図１
","特開2013-226476","","特許5966565","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-226476/7AF26FDA80497573CF4C42030116F3E04FCC8994E505BC13C5FCDDCA8C0CBC73/11/ja"
"特開2013-220953","特願2012-091676","2012/04/13","2013/10/28","二酸化炭素分離回収装置","日本電信電話株式会社,学校法人早稲田大学","B01D53/14@A,B01D53/34,135@Z,C01B31/20@B,B01D53/14,100,B01D53/62,B01D53/81,B01D53/92,240,B01D53/92,350,B01D53/96,C01B32/50","(57)【要約】
【課題】排気ガスが有する熱を有効活用しながら連続的<BR>にＣＯ2を分離回収する。
【解決手段】ＣＯ2を含む排気ガスから吸収材を用いて<BR>ＣＯ2を分離回収する二酸化炭素分離回収装置であって<BR>、吸収材を格納した回転体を連続回転させ、回転体の近<BR>傍に配置された排気ガス導入路を介して回転体の吸収材<BR>に排気ガスの熱を与えることにより排気ガス導入流路近<BR>傍部分の吸収材をＣＯ2放出温度まで加熱し、回転体の<BR>吸収材がＣＯ2放出温度よりも低いＣＯ2吸収温度に下が<BR>ったとき、排気ガスを吸収材と接触させることによりＣ<BR>Ｏ2を吸収材に吸収させ、ＣＯ2の除去された排気ガスを<BR>回転体から外部へ放出し、回転体が回転することにより<BR>ＣＯ2を吸収した吸収材が排気ガス導入路近傍部分に近<BR>づき、ＣＯ2を吸収した吸収材が排気ガスの熱によりＣ<BR>Ｏ2放出温度に再び設定された位置でＣＯ2を放出して回<BR>転体の外部へ放出するようにする。
【選択図】  図２
","特開2013-220953","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-220953/D2B49E518F322356A62560B2BF867B30E199BC03C6E4898B2B02FF7DA27E2779/11/ja"
"特表2015-514011","特願2015-504697","2013/04/03","2013/10/10","選択されたハニカムチャネル表面上の不透性ポリマー被覆","コーニング　インコーポレイテッド","B01J20/28@A,B01D53/34,135@Z,B01D53/04@F,B01D53/04,220,B01D53/62,B01D53/81,B01D53/82,B01D53/96,B01D53/04,110,C01B31/20,C01B32/50","(57)【要約】
  ＣＯ２回収のための吸着剤構造体は隔壁を有するハニ<BR>カム基板を有し、隔壁はハニカム基板を貫通する。隔壁<BR>は複数本の反応チャネル及び複数本の熱交換チャネルを<BR>含む複数本の個別チャネルを定めるチャネル面を有する<BR>。反応チャネルと熱交換チャネルは個々の反応チャネル<BR>と個々熱交換チャネルの間で熱が伝わるように配置され<BR>る。反応チャネル面の表面は吸着剤材料を含み、熱交換<BR>チャネル面の表面は被覆層を有する。被覆層はポリマー<BR>材料で形成された不透水性層を含む。不透水性層のポリ<BR>マー材料は隔壁または反応チャネル面の吸着剤材料内に<BR>実質的に浸入しない。吸着剤構造体を形成する方法は水<BR>性ポリマーエマルジョンのような液体組成物を用いて熱<BR>交換チャネルの表面をポリマー材料で被覆する工程を含<BR>む。
","特表2015-514011","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-514011/7435AA89A397BE397F764E012210EAC7CB40759BBE7B62FA6270749322F1B9EB/11/ja"
"特開2013-209255","特願2012-081457","2012/03/30","2013/10/10","エチレンオキシドの製造プロセスにおける炭酸ガスの回収方法","株式会社日本触媒","B01D53/14@C,B01D53/34,135@Z,B01J23/50@Z,C01B31/20@Z,C07D301/10,C07D303/02,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】エチレンオキシド吸収塔から炭酸ガス吸収塔に<BR>供給されるガス中の炭酸ガス濃度を増加させ、エチレン<BR>オキシドの製造プロセスからの炭酸ガスの回収をより効<BR>率的に行うことができる手段を提供する。
【解決手段】エチレンを銀触媒の存在下、分子状酸素含<BR>有ガスにより接触気相酸化させるエチレン酸化反応工程<BR>において生成したエチレンオキシドを含有する反応生成<BR>ガスをエチレンオキシド吸収塔２へ供給し、前記エチレ<BR>ンオキシド吸収塔へ供給された吸収液と接触させ、エチ<BR>レンオキシドを含有する前記エチレンオキシド吸収塔の<BR>塔底液をエチレンオキシド精製系へ供給し、前記エチレ<BR>ンオキシド精製系から排出されるエチレンオキシド含有<BR>未凝縮ガスをエチレンオキシド再吸収塔３５へ供給する<BR>工程を含む。そして、本発明に係る炭酸ガスの回収方法<BR>は、エチレンオキシド再吸収塔の塔頂部から排出される<BR>エチレンオキシド含有未凝縮ガスを炭酸ガス吸収塔７へ<BR>供給する。
【選択図】図１
","特開2013-209255","","特許5828793","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-209255/8BBBA7794A34C140C4672B2776A1D076418849085AB3A62714494340416ED8DD/11/ja"
"特開2013-208533","特願2012-079861","2012/03/30","2013/10/10","二酸化炭素回収システム","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/34,135@Z,B01D61/02,500,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】二酸化炭素吸収システムにおいて、飛散吸収剤<BR>洗浄部の洗浄液に含まれる吸収剤成分の濃度を低く保ち<BR>、かつ、吸収部又は飛散吸収剤洗浄部に戻す液量を少量<BR>にする。
【解決手段】吸収部31と、飛散吸収剤洗浄部32と、再生<BR>部15とを備えた二酸化炭素吸収システムにおいて、飛散<BR>吸収剤洗浄部32の洗浄液から吸収剤成分を除去した還流<BR>液を得るろ過部46を設け、還流液を洗浄液として飛散吸<BR>収剤洗浄部32で再利用する。
【選択図】図１
","特開2013-208533","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-208533/7B9B903B5801381E3D1FB8FD8A6EDDF6D5A1C7B41CF03A090FA6108EB3F44B75/11/ja"
"特開2013-208532","特願2012-079851","2012/03/30","2013/10/10","二酸化炭素化学吸収システム","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/34,135@Z,B01D53/34,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】蒸気再圧縮（VR）法を適用した二酸化炭素化学<BR>吸収システムにおいて、構成要素である減圧蒸発器及び<BR>圧縮部を安定的に運転する。
【解決手段】蒸気再圧縮部に、再生塔底部配管１９を介<BR>して再生塔２から抜き出したリーン液を減圧蒸発させる<BR>減圧蒸発器２０と、減圧蒸発器２０で発生した蒸気を加<BR>圧する圧縮部２２と、圧縮部２２で加圧された蒸気を再<BR>生塔２に投入する再圧縮蒸気配管（VR蒸気配管２３）と<BR>を設けた二酸化炭素化学吸収システムにおいて、再生塔<BR>２から減圧蒸発器２０にリーン液を輸送する蒸発用リー<BR>ン液配管２６には、流量調節弁ＣＶ１を設け、減圧蒸発<BR>器２０には、その内部の圧力を測定する圧力計Ｐ１を設<BR>け、圧力計Ｐ１の計測値が一定になるように流量調節弁<BR>ＣＶ１の開度又は圧縮部２２の入力を制御する。
【選択図】図１
","特開2013-208532","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-208532/B257DBF1D271AADBAC40574EC274B175052F84B971E1A5603218625F8E254C28/11/ja"
"特開2013-208531","特願2012-079846","2012/03/30","2013/10/10","二酸化炭素回収システム","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】二酸化炭素回収システムにおいて、吸収液の分<BR>析を行わずに液の劣化状態を予測し、吸収液の再生に関<BR>する制御を行う。
【解決手段】アミン水溶液等の吸収液を用いた二酸化炭<BR>素回収システムにおいて、吸収塔5の燃焼排ガス2を導入<BR>するCO2含有ガス導入配管にCO2含有ガスに含まれるSOx<BR>、NOx等の酸性ガスの濃度を検出する酸性ガス検出部（S<BR>Ox分析計41、NOx分析計42）を設け、制御部40にて当該<BR>酸性ガスの濃度に基づいて吸収液再生装置30における劣<BR>化吸収液の抜出し量等の制御を行う。
【選択図】図３
","特開2013-208531","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-208531/DE22F4BB861EE3A2ABA58DCAB6CE9AC45EF32BBAE26F98F3B741FD6AD991A53A/11/ja"
