"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2019-147710","特願2018-033227","2018/02/27","2019/09/05","酸化セリウム（ＩＶ）の製造方法、酸化セリウム（ＩＶ）、吸着剤、二酸化炭素の除去方法及び二酸化炭素除去装置","日立化成株式会社","C01F17/00@A,B01D53/62,B01D53/81,B01D53/04,B01J20/06@A,B01J20/30,C01F17/10,C01F17/235","(57)【要約】      （修正有）
【課題】二酸化炭素の吸着量及び脱離量に優れる酸化セリウム（ＩＶ）の製造方法を提供<BR>すること。
【解決手段】焼成工程の前に、３価のセリウムイオン、尿素及び水を含む混合液を反応さ<BR>せて、炭酸水酸化セリウム（ＩＩＩ）を得る。さらに３００℃以下の温度で得られた炭酸<BR>水酸化セリウム（ＩＩＩ）を焼成して二酸化炭素の吸着量及び脱離量に優れる酸化セリウ<BR>ム（ＩＶ）を得る。
【選択図】なし
","特開2019-147710","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-147710/BC1A5F06CDD3C7A4DB44847387F2101EDA7709E6E4E97EB57D18E947868C07AC/11/ja"
"再表2019/163867","特願2020-501020","2019/02/21","2019/08/29","二酸化炭素の吸収剤および二酸化炭素の分離回収方法","公益財団法人地球環境産業技術研究機構,日本製鉄株式会社","B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/78,C01B32/50","(57)【要約】
  二酸化炭素を含むガスの二酸化炭素をより少ないエネ<BR>ルギーで効率的に分離回収するための吸収剤及びこれを<BR>用いた二酸化炭素の分離回収方法を提供する。
  二酸化炭素を含むガスから二酸化炭素を分離回収する<BR>ための吸収剤であって、少なくとも１種の一般式[１]で<BR>表されるアルカノールアミン化合物、少なくとも１種の<BR>一般式[２]で表されるエーテル基を有する三級脂肪族ア<BR>ミン化合物、及び水を含み、該吸収剤に含まれるアミン<BR>化合物の質量濃度の総和が61～84％である、吸収剤。
一般式[１]：

","WO2019/163867","","特許7146891","","再表2019/163867","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-163867/DACAC98D4BE2E3FCF59737478CBB24DC1C12CF1EC4293A6246789F3844B4DB4E/19/ja"
"特開2019-137917","特願2019-005416","2019/01/16","2019/08/22","Ｈ２発生との統合による空気からのＣＯ２の省エネルギー除去","パロ　アルト　リサーチ　センター　インコーポレイテッド","C25B1/04,B01D53/62,B01D53/77,B01D53/96,B01D61/44,500,B01D61/58,B01D53/14,210,B01D53/14,220,C25B9/00@A,C25B9/18,C25B15/08,C25B9/60,C25B9/70,C25B15/02,C25B13/04,301","(57)【要約】      （修正有）
【課題】水素を生成する水電解を利用して大気から二酸<BR>化炭素を除去する方法、システムの提供。
【解決手段】システムはアルカリ捕捉ストリームと、ア<BR>ルカリ枯渇ストリームと、戻りストリームを有する二酸<BR>化炭素除去ユニット動作と、一連の電解槽であって各電<BR>解槽が二酸化炭素豊富入力ストリームを受け取り、酸性<BR>化された出力ストリームを生成し、戻りストリームを受<BR>け取りよりアルカリ性である塩基性化された出力ストリ<BR>ームを生成する一連の電解槽とを有する。大気から二酸<BR>化炭素を除去して水素を発生させる方法は、大気中の二<BR>酸化炭素をアルカリ捕捉溶液中に捕捉し、二酸化炭素豊<BR>富なアルカリ溶液を二酸化炭素豊富経路で一連の電解槽<BR>に送り、除去ユニットで酸性化された二酸化炭素豊富溶<BR>液から二酸化炭素を除去して二酸化炭素欠乏溶液を生成<BR>し、二酸化炭素欠乏溶液を戻り経路で一連の電解槽に送<BR>り、戻り溶液をアルカリ捕捉ストリームに戻すこととを<BR>含む。
【選択図】図１
","特開2019-137917","","特許7305356","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-137917/76020356B2BBAEA4F10F55A4990E6B3D211F919B6D7ED77FAC280368442DB078/11/ja"
"特表2021-513460","特願2020-564973","2019/02/08","2019/08/15","鉱物炭酸塩化のための一体化処理","ミネラル　カーボネーション　インターナショナル　プロプライエタリー　リミテッド","B01D53/14,210,B01D53/62,B03C1/00@A,B03C1/00@B,B03C1/30@Z,B01D53/80,C01F5/24,C01B33/187","(57)【要約】
  本願発明は、二酸化炭素の回収、貯留および利用のための一体化処理方法を説明し、当<BR>該方法は、
  ａ）水溶液を有する水溶スラリーと、活性化マグネシウムシリケート鉱物を有する粒子<BR>状固体を与える工程と、
  ｂ）溶解ステージにおいて、マグネシウムイオン濃縮水溶液およびマグネシウム減少済<BR>み固体残留物を与えるべく、活性化マグネシウムシリケート鉱物からのマグネシウムを溶<BR>解するよう、ＣＯ２含有ガスストリームを、水溶スラリーと接触させる工程と、
  ｃ）マグネシウム減少済み固体残留物の少なくとも一部を回収する工程と、
  ｄ）別の酸処理ステージにおいて、さらにマグネシウムおよび他の金属を溶解し、酸処<BR>理済み固体残留物を与えるよう、マグネシウム減少済み固体残留物の回収された一部を鉱<BR>酸または酸性塩を有する溶液と反応させる工程と、
  ｅ）酸処理済み固体残留物を回収する工程と、
  ｆ）別の沈殿ステージにおいて、マグネシウムイオン濃縮水溶液からマグネシウムカー<BR>ボネートを沈殿させる工程とを有する。
","特表2021-513460","","","","","審査中","拒絶査定","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2021-513460/F3B6B640F44CA548843741007A4E38F2E4AEFFDAF7601AEF5F2A35473859068D/11/ja"
"特開2019-135034","特願2018-018282","2018/02/05","2019/08/15","酸性ガス回収装置および酸性ガス回収方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/14,210,B01D53/52,200,B01D53/60,200,B01D53/62,B01D53/72,B01D53/78,B01D53/14,220,C01B32/50","(57)【要約】
【課題】回収された酸性ガスから不純物を好適に除去す<BR>ることが可能な酸性ガス回収装置および酸性ガス回収方<BR>法を提供する。
【解決手段】一の実施形態によれば、酸性ガス回収装置<BR>は、被処理ガス中の酸性ガスを、アミンを含有する吸収<BR>液に吸収させ、前記酸性ガスが吸収された前記被処理ガ<BR>スを排出する吸収部を備える。前記装置はさらに、前記<BR>酸性ガスを吸収した前記吸収液から前記酸性ガスを放出<BR>させ、前記酸性ガスを排出する再生部を備える。前記装<BR>置はさらに、吸着材を含む不純物除去部であって、前記<BR>吸収部から排出された前記被処理ガスを取り込むことに<BR>より、前記被処理ガス中に残存する前記アミンを蓄積し<BR>、前記再生部から排出された前記酸性ガスを取り込むこ<BR>とにより、前記酸性ガス中の不純物を前記吸着材または<BR>前記アミンにより除去する不純物除去部を備える。
【選択図】図１
","特開2019-135034","","特許6918718","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-135034/8B564D9211B791550A63CF60A1CD3B4B28E8B81B1F820D0E78D901D8658D16C8/11/ja"
"特開2019-131426","特願2018-013949","2018/01/30","2019/08/08","二酸化炭素回収システムおよび二酸化炭素回収システムの運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","C01B32/50,B01D53/62,B01D53/78,B01D53/14,200","(57)【要約】
【課題】アミンの大気中への放出量を効果的に低減する<BR>ことができる二酸化炭素回収システムを提供する。
【解決手段】実施の形態による二酸化炭素回収システム<BR>１は、二酸化炭素回収部２０ａと、第２洗浄部２２と、<BR>第３洗浄部２３と、を備えている。第２洗浄部２２と第<BR>３洗浄部２３との間に、第２洗浄部２２から排出される<BR>燃焼排ガス３に同伴するミストを捕捉する第２洗浄部出<BR>口デミスター８３が設けられている。第３洗浄部２３か<BR>ら排出される燃焼排ガス３に同伴するミストを捕捉する<BR>第３洗浄部出口デミスター８４が設けられている。第３<BR>洗浄部出口デミスター８４は、第２洗浄部出口デミスタ<BR>ー８３よりも疎に形成されている。
【選択図】図１
","特開2019-131426","","特許6983681","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-131426/A2C119A117159A0F1446522D9E7C6706427F7CC5874EA1261707C9FB9D356087/11/ja"
"特開2019-130531","特願2019-083286","2019/04/24","2019/08/08","二酸化炭素回収システムおよび二酸化炭素回収システムの運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/78,B01D53/14,220,B01D53/18,C01B32/50","(57)【要約】
【課題】吸収液成分のロスを低減するとともに吸収液の<BR>水分量を適切に管理することができる二酸化炭素回収シ<BR>ステムを提供する。
【解決手段】実施の形態による二酸化炭素回収システム<BR>１は、吸収部排ガス３または再生部排ガス８を洗浄水１<BR>１で洗浄する洗浄部４０ａと、洗浄部排ガス９を冷却し<BR>て生成された凝縮水１２を洗浄部排ガス９から分離する<BR>気液分離装置５０と、を備えている。凝縮水１２は、凝<BR>縮水ライン５３によって洗浄水１１に混入される。洗浄<BR>水１１の水量が所定量よりも多くなった場合、洗浄水１<BR>１は、洗浄水ライン４３によって吸収液４に混入される<BR>。制御装置６０は、吸収液４の水分量が所定の下限値以<BR>下である場合、凝縮水弁５３Ｖの開度を大きくし、吸収<BR>液４の水分量が所定の上限値以上である場合、凝縮水弁<BR>５３Ｖの開度を小さくする、ように凝縮水弁５３Ｖを制<BR>御する。
【選択図】図１
","特開2019-130531","","特許6806833","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-130531/827AF91B8E907842CAB6E7208C4843EC7DE643552AF9398577658F5498F5B477/11/ja"
"特開2019-130463","特願2018-013990","2018/01/30","2019/08/08","二酸化炭素回収システムおよび二酸化炭素回収システムの運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/78,B01D53/14,210,B01D53/18,C01B32/50","(57)【要約】
【課題】アミンの大気中への放出量を低減することがで<BR>きる二酸化炭素回収システムを提供する。
【解決手段】実施の形態による二酸化炭素回収システム<BR>１は、二酸化炭素回収部２０ａと、第１洗浄部２１と、<BR>第２洗浄部２２と、を備えている。第１洗浄部２１は、<BR>第１圧力で供給される第１洗浄液１１を噴射する噴射器<BR>２１ｅを有している。第２洗浄部２２は、第１圧力より<BR>も低い第２圧力で供給される第２洗浄液１２を分散させ<BR>て落下させる洗浄液分散器２２ｂを有している。
【選択図】図１
","特開2019-130463","","特許7054581","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-130463/AC2368FB65DBDA1186D1DF6140A10DB68F837E2D5A3E4EAEBC3D19882D1D50A7/11/ja"
"特表2021-510621","特願2020-536859","2019/01/24","2019/08/01","エジェクタを用いた費用効率の高いガス精製方法及びシステム","ハー　マジェスティ　ザ　クイーン　イン　ライト　オブ　カナダ　アズ　レプリゼンティッド　バイ　ザ　ミニスター　オブ　ナチュラル　リソーシーズ","B01D53/14,200,B01D53/78,B01D53/62,B01D53/52,200,B01D53/50,200,B01D53/48,100,B01F5/04,B01F3/02,B01F3/04@F,B01F25/312,B01F25/314,B01F23/2326,B01F21/20","(57)【要約】
本発明は、物理的又は化学的吸収剤を使用するガス精製<BR>プロセスの費用及びエネルギー消費を低減するための方<BR>法及びシステムを提供する。これらの方法及びシステム<BR>は、ガス精製プロセス内にエジェクタ技術を最適に統合<BR>することによって、熱力学的非能率及び廃熱を含むプロ<BR>セスエネルギー廃棄物を付加価値化するための新規手法<BR>を提供する。これらの方法及びシステムは、容器間で流<BR>体を再循環させるため、又はガス精製プロセスに関連し<BR>た冷却システムの部分として、機械的圧縮機又はポンプ<BR>の代替として単相及び／又は二相エジェクタを使用する<BR>。
【選択図】図５
","特表2021-510621","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2021-510621/AD3D24CDA74A01B50F820505C3E835F3ECAAB4FB7193B73CFE254D6525CD7EF3/11/ja"
"特開2019-127417","特願2018-010003","2018/01/24","2019/08/01","低エネルギー型の二酸化炭素発生方法、及び該方法に使用するための二酸化炭素発生剤","国立大学法人金沢大学,学校法人神戸学院","C01B32/50,B01D53/14,210,C07C271/02,C07C269/04","(57)【要約】
【課題】本発明は、空気中から二酸化炭素を効率良く吸収、固定化した化合物を、１００<BR>℃未満の温度下で当該固定化された二酸化炭素を適時に適量だけ発生させることが可能な<BR>低エネルギー型の二酸化炭素発生方法を提供することを目的とする。
【解決手段】本発明は、式（Ｉ）:
    【化１】

（式中、各記号は本明細書中で定義した通りである。）で表される化合物を、１００℃未<BR>満の緩和な温度で加熱することにより、二酸化炭素を効率良く発生させることを特徴とす<BR>る、二酸化炭素の発生方法、及び該発生方法に使用するための二酸化炭素発生剤に関する<BR>。
【選択図】なし
","特開2019-127417","","特許7026938","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-127417/9819C85653B0188E06F17F438EE86E009BEA18F9CBCDF44B9F3D0358E6B989DD/11/ja"
"特表2021-512274","特願2020-562072","2019/01/22","2019/07/25","空気、熱、および湿度交換器のためのシステム、部品、および方法","エナジー・ウォール・エルエルシー","F28D9/00,B01D53/26,300,B01D53/14,200,A61L9/16@Z,C01B32/50,F24F7/08,101@A,F24F7/08,101@L,F24F7/00@A,F24F1/0328,F24F8/158,F24F8/24","(57)【要約】
  本開示の実施形態は、エアハンドリングモジュールを<BR>含む。エアハンドリングモジュールは、ハウジング内の<BR>交換器と、ハウジングの第１の側に位置決めされ、第１<BR>の端部上の第１のポート対と、第２の端部上の第２のポ<BR>ート対とを備える第１の多岐管と、ハウジングの第２の<BR>側に位置決めされ、第１の端部上の第１のポート対と、<BR>第２の端部上の第２のポート対とを備える第２の多岐管<BR>とを備え得る。第１のポート対は、空気を交換器に通し<BR>て第１の多岐管と第２の多岐管との間で移動させるよう<BR>に流体的に連通していてもよく、第２のポート対は、空<BR>気を交換器に通して第１の多岐管と第２の多岐管との間<BR>で移動させるように流体的に連通していてもよい。
","特表2021-512274","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2021-512274/3CF4B53F39523B422DBCC7E0A39E7FA5CFB26EB1FD73E7ACFCBD46631FA4DBC5/11/ja"
"特開2019-118902","特願2018-002156","2018/01/10","2019/07/22","二酸化炭素回収システムおよびその運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】システムのサイズを小型化することが可能な二<BR>酸化炭素回収システムおよびその運転方法を提供する。
【解決手段】一の実施形態によれば、二酸化炭素回収シ<BR>ステムは、二酸化炭素を含む処理対象ガスと吸収液とを<BR>接触させ、前記二酸化炭素を吸収した前記吸収液を排出<BR>する吸収塔と、前記吸収塔から排出された前記吸収液か<BR>ら前記二酸化炭素を放散させ、前記二酸化炭素を放散し<BR>た前記吸収液を排出する再生塔とを備える。前記システ<BR>ムはさらに、前記吸収塔から排出された前記吸収液を、<BR>前記再生塔に移送する第１流路と、前記再生塔から排出<BR>された前記吸収液を、前記再生塔内のガスの圧力により<BR>前記吸収塔に移送する第２流路とを備える。
【選択図】図１
","特開2019-118902","","特許6941063","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-118902/1530F528A7D50FE87441706C436B4562218BE33B33918B110D943D9FB5AAB36A/11/ja"
"特開2019-115896","特願2017-251925","2017/12/27","2019/07/18","ＣＯ２回収装置、ＣＯ２回収方法","三菱重工業株式会社,三菱重工エンジニアリング株式会社","B01D53/62,B01D53/78,B01D53/96,B01D53/14,220,C01B32/50","(57)【要約】
【課題】故障率の低下などによりＣＯ２回収装置におい<BR>て吸収液やリッチ溶液の循環をより効率よく行うことが<BR>できるＣＯ２回収装置を提供する。
【解決手段】ＣＯ２回収装置において、熱交換器に投入<BR>される熱交換が行われる前のリッチ溶液を、吸収塔に吸<BR>収液を戻す吸収液送出配管へ送出するバイパス配管を設<BR>ける。
【選択図】図１
","特開2019-115896","","特許7043249","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-115896/DD490F6C047CEEF2EA257D803B01DF529B8BC1E30A707A089BAC298C3E87D7D8/11/ja"
"特開2019-115888","特願2017-251410","2017/12/27","2019/07/18","二酸化炭素吸収剤および二酸化炭素の回収方法","公益財団法人地球環境産業技術研究機構,新日鐵住金株式会社","B01D53/14,210,B01D53/14,220,C07C69/96@Z,C07C49/786,C07C317/14,C07C43/04@C,C07C43/257@C,C07F9/09,C07F9/53,C07F9/50","(57)【要約】
【課題】二酸化炭素の吸収速度に優れた、新規かつ改良された二酸化炭素吸収剤および二<BR>酸化炭素の回収方法を提供すること。
【解決手段】本発明に係る二酸化炭素吸収剤は、水と、アミン化合物と、触媒と、を含み<BR>、前記触媒は、下記式（Ｉ）または（ＩＩ）で表される化合物から選択される１種以上を<BR>含む。式中、Ａ１は、ホスフィンオキシド基、カルボニル基、スルホニル基またはリン原<BR>子であり、Ａ２は、酸素原子または硫黄原子であり、Ｒ１は置換または無置換のアリール<BR>基、アリールオキシ基、ヘテロシクリル基、ヘテロシクリルオキシ基、アルキル基、アル<BR>コキシ基、アルケニル基、アルケニルオキシ基、アルキニル基またはアルキニルオキシ基<BR>であり、Ｒ２は、置換または無置換のアリール基、ヘテロシクリル基、アルキル基、アル<BR>ケニル基またはアルキニル基であり、ｎは、３または２である。

【選択図】なし
","特開2019-115888","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-115888/5016C97A19427149B291809AA4330A69088706CAE6EF050D35F80E689BF5F98D/11/ja"
"特開2019-115872","特願2017-249849","2017/12/26","2019/07/18","二酸化炭素回収システムおよび二酸化炭素回収システムの運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/78,B01D53/96,B01D53/14,220,C01B32/50","(57)【要約】
【課題】運転時に高温となる装置の外表面を効率良く冷<BR>却し、安全性を確保することができる二酸化炭素回収シ<BR>ステムを提供する。
【解決手段】実施の形態による二酸化炭素回収システム<BR>１は、処理対象排ガス２に含有される二酸化炭素を吸収<BR>液５に吸収させる吸収装置２０と、吸収装置２０から供<BR>給される吸収液４を加熱して二酸化炭素を放出させる再<BR>生装置３０と、吸収装置２０および再生装置３０を収容<BR>した筐体４０と、を備えている。筐体４０は、冷却部４<BR>１を有している。再生装置３０の外表面は、冷却部４１<BR>に熱的に接続されて冷却される。
【選択図】図３
","特開2019-115872","","特許6842407","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-115872/0AA2B78C36AC0AA56CF4016E1B2756BC14703F478EFAB574CBB5DAC61D74866D/11/ja"
"特開2019-111512","特願2017-248992","2017/12/26","2019/07/11","二酸化炭素成分除去装置および二酸化炭素成分除去方法ならびに二酸化炭素ガス除去装置","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D61/44,500,B01D53/62,B01D53/78,B01D53/96,B01D61/46,500,B01D53/14,220,B01D53/14,210,B01D53/18,130","(57)【要約】
【課題】アミンの損失を低減しながら、吸収液中に生成<BR>される熱安定性アミン塩の酸成分を除去可能であり、運<BR>転・装置コストを抑制できる、酸成分除去装置、酸成分<BR>除去方法および酸性ガス除去装置を提供する。
【解決手段】アミンを含有してなる酸性ガス吸収液から<BR>酸成分を除去する酸成分除去装置であって、陽極と、陰<BR>極と、
  これらの陽極と陰極との間に、陽極側から陰極側に向<BR>けて、陰イオン交換膜、バイポーラ膜および陽イオン交<BR>換膜が、この順番で、それぞれ離間して配置されること<BR>によって形成された四室からなる電気透析構造とを具備<BR>してなる酸成分除去装置、酸成分除去方法及び酸成分除<BR>去装置。
【選択図】図２
","特開2019-111512","","特許6882154","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-111512/CFE6491F37E92E0B7D4FD9546AEF74DBBF55EBF5715A5B2CC6B826BC98396757/11/ja"
"特開2019-107634","特願2017-244199","2017/12/20","2019/07/04","二酸化炭素回収設備および二酸化炭素回収設備のメンテナンス方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/78,B01D53/96,B01D53/14,220,B01D53/18,C01B32/50","(57)【要約】
【課題】各装置へのアクセスを容易にし、メンテナンス<BR>性を確保することができる二酸化炭素回収設備を提供す<BR>る。
【解決手段】実施の形態による二酸化炭素回収設備１は<BR>、吸収装置２０と、再生装置３０と、第１ポンプ装置３<BR>２と、第２ポンプ装置３４と、再生熱交換装置３１と、<BR>吸収液用冷却装置３５と、により構成される複数の装置<BR>を備えている。複数の装置は、設置平面区域４０内に設<BR>置されている。設置平面区域４０に設定される設置基準<BR>線４１を含む鉛直面に各装置を投影したときに、装置同<BR>士は重なりを有していない。
【選択図】図３
","特開2019-107634","","特許6990103","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-107634/0BD3820C2263265000A35A066CC1C60805E8700AC0CF6ABF139D4D0DA1A1BBED/11/ja"
"特開2019-103973","特願2017-238030","2017/12/12","2019/06/27","二酸化炭素回収システムおよびその運転方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/18,130,B01D53/62,B01D53/75,B01D53/78,B01D53/96,B01D53/14,220,C01B32/50","(57)【要約】
【課題】吸収塔の高さを適切に抑制することが可能な二<BR>酸化炭素回収システムおよびその運転方法を提供する。
【解決手段】一の実施形態によれば、二酸化炭素回収シ<BR>ステムは、二酸化炭素を含む処理対象ガスと吸収液とを<BR>接触させる第１塔および第２塔と、前記第１塔および前<BR>記第２塔の下方に設けられ、前記第１塔からの前記吸収<BR>液と、前記第２塔からの前記吸収液とを溜める液溜部と<BR>を備え、前記二酸化炭素を吸収した前記吸収液を前記液<BR>溜部から排出する吸収塔を備える。前記システムはさら<BR>に、前記吸収塔から排出された前記吸収液から前記二酸<BR>化炭素を放散させ、前記二酸化炭素を放散した前記吸収<BR>液を排出する再生塔を備える。
【選択図】図１
","特開2019-103973","","特許6990099","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-103973/6E61110EFC9FCA9E6E5CBFE15681E48927C252FCBB81CD7CA3BB3B39F6C2593F/11/ja"
"特開2019-098316","特願2018-016606","2018/02/01","2019/06/24","酸性ガス吸収剤、酸性ガスの除去方法および酸性ガス除去装置","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/14,210,B01D53/62,B01D53/78,B01D53/96,B01D53/14,220","(57)【要約】      （修正有）
【課題】酸性ガスの吸収量が多く、放散性が高い酸性ガス吸収剤の提供。
【解決手段】式(1)のアミン化合物及び式(2)のアミノ酸塩化合物を含む酸性ガス吸収剤。<BR>式中、Ｍはアルカリ金属を表わす。

","特開2019-098316","","特許6963518","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-098316/C464D199428C92263BDAD5FB45C4853DC027DE43BB4FB91DF254975503F83069/11/ja"
"特開2019-098284","特願2017-234048","2017/12/06","2019/06/24","ギ酸回収剤、ギ酸除去方法、ギ酸除去装置、二酸化炭素分離回収方法及び二酸化炭素分離回収装置","株式会社東芝,東芝エネルギーシステムズ株式会社","B01J20/22@C,B01D53/62,B01D53/78,B01D53/96,B01D15/00@K,B01D53/14,220,B01D53/14,200,B01J20/26@G,C01B32/50,C07C53/02,C07C51/42,C07C51/47,C07C215/08,C07C211/14","(57)【要約】
【課題】  本発明の実施形態は、ギ酸を簡便に回収するギ酸回収剤、ギ酸除去方法、ギ酸<BR>除去装置、二酸化炭素分離回収方法及び二酸化炭素分離回収装置を提供する。
【解決手段】  実施形態のギ酸回収剤は、式（１）で表される構造を含む有機基と、有機<BR>基と結合した基材とを含む。
【選択図】  なし
","特開2019-098284","","特許6878261","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-098284/C4AFEF15283E854E11F72AF344C218D70BCC3726F73168429232EA92E84B8C18/11/ja"
"特開2019-098226","特願2017-229936","2017/11/30","2019/06/24","ガス処理方法及びガス処理装置","株式会社神戸製鋼所,国立大学法人名古屋大学","B01D53/14,220,B01D53/48,B01D53/50,200,B01D53/62,B01D53/68,120,B01D53/78,B01D53/96","(57)【要約】
【課題】酸性化合物を分離回収するために必要なエネル<BR>ギーを低減させる。
【解決手段】ガス処理方法は、二酸化炭素等の酸性化合<BR>物を含む被処理ガスと酸性化合物を吸収する処理液とを<BR>吸収器１２内で接触させる吸収工程と、酸性化合物を吸<BR>収した処理液を再生器１４に送り、処理液を加熱して当<BR>該処理液から酸性化合物を分離する再生工程と、を含む<BR>。再生工程において、水素ガス等の処理液にほぼ溶解し<BR>ないガスと処理液とを接触させる。
【選択図】図１
","特開2019-098226","","特許6906766","全部異議2022-700024","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-098226/B271F1943527DB02A1408E5694C40023E9B799D9C74B249C4AEB9ECD8F4005BD/11/ja"
"特開2019-089675","特願2017-220182","2017/11/15","2019/06/13","二酸化炭素の回収及び変換システム、及び石炭ガス化システム","三菱日立パワーシステムズ株式会社","C01B32/50,B01D53/14,220,B01J35/02@J,C07C1/02,C07C9/04,C07C29/15,C07C31/04,C10J3/46@J,C10K1/12,C10K3/04,C10K1/02","(57)【要約】
【課題】回収したＣＯ２から変換された可燃ガスを酸素<BR>から分離して回収でき、ＣＯ２を安全に再利用できる二<BR>酸化炭素の回収及び変換システムを提供する。
【解決手段】ＣＯ２含有ガス１０に含まれるＣＯ２をＣ<BR>Ｏ２吸収液に吸収させる吸収塔８と、吸収塔８から供給<BR>されたＣＯ２リッチ液１８をＣＯ２リーン液２０に変換<BR>し吸収塔８に供給するＣＯ２変換容器１１を備える。Ｃ<BR>Ｏ２変換容器１１は、内部を第１の空間と第２の空間に<BR>分ける基板１３と、基板１３に設けられた素子と、第１<BR>の空間に設けられた第１の開口部と、第２の空間に設け<BR>られた第２の開口部を備える。第１の空間と第２の空間<BR>とは互いに連通する。素子は、一方の面で太陽光１２を<BR>受けてＣＯ２リッチ液から可燃ガス１４を生成し、他方<BR>の面でＣＯ２リッチ液から酸素１５を生成する半導体素<BR>子である。ＣＯ２変換容器１１は、可燃ガス１４を第１<BR>の開口部から排出し、酸素１５を第２の開口部から排出<BR>する。
【選択図】図１Ｂ
","特開2019-089675","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-089675/F16288BDA4E59B4BCABE736B3FF0572C9022981CDE5EAD92E37075CEB720A152/11/ja"
"特開2019-089030","特願2017-219981","2017/11/15","2019/06/13","高温ＣＯ２ガス分離器","株式会社豊田中央研究所","B01J20/02@A,B01D53/62,B01D53/82,B01D53/96,B01D53/14,100,C04B38/00,303@Z,C04B41/80@A,C04B41/87@R,C04B41/85@E,B01J20/28@Z,B01J20/34@H","(57)【要約】
【課題】高温で作動するＣＯ2吸収材を用いてＣＯ2の吸<BR>収・放出を効率良く行うことが可能な新規な高温ＣＯ2<BR>ガス分離器を提供すること。
【解決手段】高温ＣＯ2ガス分離器１０は、ＣＯ2を含む<BR>反応ガスを流通させる反応流路層２０と、反応流路層２<BR>０に隣接して設けられた媒体流路層３０とを備えている<BR>。反応流路層２０は、金属又は非酸化物系セラミックス<BR>からなる基材２２と、基材２２の表面に形成されたＣＯ<BR>2吸収材層２４と、基材２２とＣＯ2吸収材層２４との間<BR>に挿入された熱酸化膜２６とを備えている。ＣＯ2吸収<BR>材層２４は、基材２２に含まれる少なくとも１つの金属<BR>元素と、Ｌｉとを含む複合酸化物であって、ＣＯ2吸収<BR>／放出能を持つＣＯ2吸収材からなり、基材２２は、Ｃ<BR>Ｏ2吸収材より熱伝導率が高い材料からなり、熱酸化膜<BR>２６は、少なくとも１つの金属元素を含む酸化物からな<BR>る。
【選択図】図１
","特開2019-089030","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-089030/5EB6FC34A9EF990150E0E0E38867B8C58EFE3AA1283951111280AE737A81EB4E/11/ja"
