"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2005-087828","特願2003-322849","2003/09/16","2005/04/07","脱硫脱炭酸方法及びその装置","関西電力株式会社,三菱重工業株式会社","B01D53/34,125@C,B01D53/34,125@E,B01D53/34,135@Z,B01D53/34,B01D53/50,230,B01D53/50,245,B01D53/62,B01D53/75,B01D53/78,B01D53/80","(57)【要約】
【課題】  脱硫処理後のガスに含まれる硫黄酸化物を除<BR>去して、脱炭酸吸収液への硫黄酸化物の蓄積を抑制する<BR>とともに、脱炭酸工程における排ガスに同伴する吸収液<BR>のアミン化合物の量を低減する脱硫脱炭酸方法及びその<BR>装置を提供する。
【解決手段】  硫黄酸化物及び二酸化炭素を含有するガ<BR>ス１を塩基性カルシウム化合物を含む吸収液２に接触さ<BR>せて、前記ガス中から硫黄酸化物を除去する脱硫工程１<BR>０と、前記脱硫工程で脱硫処理されたガス３を塩基性吸<BR>収液４に接触させてガス中の硫黄酸化物濃度が５ｐｐｍ<BR>以下になるようにさらに硫黄酸化物を除去し、またガス<BR>の温度を５０℃以下に冷却する高度脱硫ガス冷却工程２<BR>０と、前記高度脱硫ガス冷却工程で高度脱硫ガス冷却処<BR>理されたガス５を塩基性アミン化合物を含む吸収液６を<BR>接触させて、前記ガス中から二酸化炭素を除去する脱炭<BR>酸工程５０とを含んでなることを特徴とする。
【選択図】  図１
","特開2005-087828","","特許4216152","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-087828/515812AF10D874C1BDB2C5EA75F1206CD9B9692DA56EFFB20F9485EED7705ED7/11/ja"
"特開2005-075683","特願2003-307972","2003/08/29","2005/03/24","二酸化炭素回収装置","株式会社東芝","B01D53/34,135@Z,B01J20/34@H,C01B31/20@Z,F23J15/00@J,B01D53/62,B01D53/75,B01D53/81,B01D53/83,B01D53/96,C01B32/50","(57)【要約】
【課題】燃焼ガスに含まれる二酸化炭素をより多量に回<BR>収させる二酸化炭素回収装置を提供する。
【解決手段】本発明に係る二酸化炭素回収装置は、ボイ<BR>ラ本体２７内に設置され、燃焼室１８から生成された燃<BR>焼ガスのうち、二酸化炭素を吸収する吸収材を収容する<BR>二酸化炭素吸収器３４と、二酸化炭素を吸収した吸収材<BR>を加熱させ、吸収した二酸化炭素を放出させる再生装置<BR>３５に収容された二酸化炭素放出部３６と、この二酸化<BR>炭素放出部３６に加熱媒体を供給する前記ボイラ本体２<BR>７に収容する二酸化炭素加熱器３３と、前記二酸化炭素<BR>放出部３６で二酸化炭素を放出した吸収材を前記二酸化<BR>炭素吸収器３４に戻す手段４１とを備えた。
【選択図】  図１
","特開2005-075683","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-075683/D4B37945536D332AC88FC9FCC23A7899B7E8835CE738FBEA2E8D18A43E240691/11/ja"
"特開2005-069152","特願2003-302008","2003/08/26","2005/03/17","排ガス浄化装置","トヨタ自動車株式会社","B01D46/42@B,B01D53/34,120@D,B01D53/34,129@C,B01D53/34,135@A,B01D53/36@C,F01N3/02,301@B,F01N3/02,301@F,F01N3/08@C,F01N9/00@Z,B01D53/56,400,B01D53/62,100,B01D53/72,B01D53/75,B01D53/86,B01D53/86,241,B01D53/92,227,B01D53/92,242,B01D53/92,280,B01D53/92,310,B01D53/94,B01D53/94,241,F01N3/01,F01N3/022@B,B01D46/42","(57)【要約】
【課題】  ハニカム構造体におけるＰＭの付着位置の偏<BR>りを抑制する。
【解決手段】  エンジンの回転数が大であるほど電界制<BR>御用の対向電極５０ａ，５０ｂに対する印加電圧の周波<BR>数を高く制御する。対向電極５０ａ，５０ｂの作用によ<BR>ってＰＭの移動経路が制御され、印加電圧の周期的な可<BR>変によって、ハニカム構造体２０におけるＰＭの付着を<BR>一様にすることが可能となる。エンジン回転数に応じて<BR>印加電圧の周波数を変更するので、排ガスの流量や有害<BR>物質濃度が高い場合にも、これに応じて周波数を上げる<BR>ことにより、付着を更に均質化することができる。
【選択図】  図１

","特開2005-069152","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-069152/D1A812EC45B892544E7BA5118EEDECA05445AC6D9B89735A57FED32B583DC3AF/11/ja"
"特開2005-048150","特願2003-310747","2003/07/30","2005/02/24","有機物廃材の燻焼再利用装置及び有機物廃材の燻焼再利用方法","有限会社里脇製作所,里脇　岩男,里脇　豊","B01D19/00@G,B01D53/14@C,B01J19/08@D,B01J19/08@E,B09B3/00,302@C,B09B3/00,302@Z,C10B53/00@A,C10B53/02,B01D53/14,200,B09B3/40,B09B101:25","(57)【要約】      （修正有）
【課題】家庭や工場から出る有機物廃材の焼却処理には<BR>，（１）石油燃料費等の多大なエネルギー費が必要。（<BR>２）灰等の残渣物を埋立て処分する土地が必要。（３）<BR>ＮＯＸ，ＳＯＸ，ダイオキシンなどの有害ガスが発生し<BR>て公害の原因になる。（４）ＣＯ２の発生により地球温<BR>暖化の原因になる。等，多くの問題点があった。
【解決手段】有機物廃材を燻焼器Ａに投入し，電熱棒で<BR>前記有機物廃材に着火，燻焼させて有用残渣を回収し，<BR>燻焼ガスは乾留液回収装置２において有用な乾留液を凝<BR>縮回収した後，残存する燻焼ガスを燃焼ガス処理部Ｂの<BR>溶液タンクへ送り，含有成分を溶液で溶解除去して清浄<BR>化し，一部は大気へ放出し，残りは燻焼器へ還流させる<BR>。
【選択図】図１
","特開2005-048150","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-048150/AE9C8F2224EDD106605F8EE771D0CC940CF96CE1897611A39BA9B038E1E0A801/11/ja"
"特表2007-515261","特願2006-521828","2004/06/14","2005/02/17","微生物による気体の処理方法","プーラー，ジヨエル,クリストフアー・エル・プーラー","A01G7/00,604@Z,A01G7/02,B01D53/14,102,B01D53/34@D,B01D53/14,210,B01D53/77,B01D53/78,B01D53/96","(57)【要約】
  温室効果の一因となる気体の生物隔離および有機同化<BR>方法がここで提供される。この方法では、温室効果の一<BR>因となる気体を泥炭地に入れ、そこでそれをその後に隔<BR>離しそして有機的に同化させる。捕獲方法を本発明と共<BR>に使用して工業場所から泥炭地またはその近くに配置さ<BR>れた処理施設への気体の移送を可能にすることができる<BR>。関連処理施設に移送されたら、捕獲された気体を再生<BR>しそしてその後にその生物隔離および有機同化のために<BR>泥炭地内に導入することができる。本発明の概念では、<BR>気体は温室気体（ＣＨＧ）、硫黄酸化物（ＳＯｘ）気体<BR>、および／または揮発性有機化合物（ＶＯＣ）でありう<BR>る。
","特表2007-515261","","特許5478805","拒絶2012-023240","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2007-515261/819CC79EC9067B135F5FC9A3D0A7349F91CE2D3A5AD6A7407531E802141041A9/11/ja"
"特開2005-040753","特願2003-279598","2003/07/25","2005/02/17","二酸化炭素の吸着方法","株式会社四国総合研究所","B01D53/02@Z,B01D53/34,135@Z,B01J20/20@D,B01D53/02,B01D53/62,B01D53/81,B01D53/96","(57)【要約】
【課題】  ８０℃以上の高温雰囲気においても水分を含<BR>む気体からＣＯ2を効率的に回収できる二酸化炭素吸着<BR>剤を提供する。
【解決手段】
  本発明の二酸化炭素吸着剤（吸着剤Ｉ及び吸着剤ＩＩ<BR>）は、微細な空孔を備える多孔質物質と前記空孔に担持<BR>される被担持物とを有しており、この被担持物が、炭酸<BR>ルビジウム及び炭酸セシウムの一方又は双方を含有する<BR>ことを特徴としている。更に、被担持物は、炭酸カリウ<BR>ムを含有していても良い。また、前記多孔質物質は、活<BR>性炭、ゼオライト、珪藻土、及びアルミナのいずれかの<BR>一つ、或いは任意の二つ以上の混合物からなる。
【選択図】  図２

","特開2005-040753","","特許4180991","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-040753/BC0D81C7E583DF552EEDD6C8DBB8E501B8B9321F70EF32E28D6E90A0DD4F0555/11/ja"
"特開2005-040683","特願2003-201435","2003/07/25","2005/02/17","二酸化窒素と二酸化炭素の除去方法及びその装置","関西電力株式会社,三菱重工業株式会社","B01D53/34,130@C,B01D53/34,130@D,B01D53/34,135@Z,B01D53/34,B01D53/56,200,B01D53/56,230,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】窒素酸化物及び二酸化炭素を含有するガス中か<BR>ら二酸化窒素を効率良く除去することができ、かつ脱炭<BR>酸吸収液への窒素酸化物の蓄積を抑制することができる<BR>二酸化窒素と二酸化炭素の除去方法及びその装置を提供<BR>する。
【解決手段】窒素酸化物及び二酸化炭素を含有するガス<BR>１を還元性物質を含む塩基性吸収液２に接触させて、前<BR>記ガス１中から二酸化窒素を除去する脱硝工程１０と、<BR>前記脱硝工程で脱硝処理されたガス３を脱炭酸吸収液４<BR>と接触させて、前記ガス３中から二酸化炭素を除去する<BR>脱炭酸工程２０とを含んでなることを特徴とする。
【選択図】  図１
","特開2005-040683","","特許4838489","","","特許 消滅","権利の移転","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-040683/BF47C2A384F880DAA8D68DD8325CFFF7962CE918DAA1238B1BBC9EE3180E9477/11/ja"
"特表2006-528062","特願2006-521074","2004/06/21","2005/02/03","酸性ガス含有処理流体の再生","ダウ　グローバル　テクノロジーズ　エルエルシー","B01D53/14,103,B01D53/34,118@D,B01J19/00@A,B01D53/14,220,B01D53/40,220,B01D53/78,B01D53/96","(57)【要約】
  再生器から出てくる分離された酸性ガス流を圧縮し、地表下の貯蔵場所に注入する方法<BR>であり、その改良が、前記酸性ガスの分離を、５０ｐｓｉａを超え、３００ｐｓｉａを超<BR>えない圧力下の再生器中で実施することを含んでなる、改善された酸性ガスの再生及び注<BR>入方法。
","特表2006-528062","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-528062/E2CD3EE597B671F640505F868AB964618497A779172339CCCDC19287B4262AAE/11/ja"
"特開2005-021870","特願2003-271094","2003/07/04","2005/01/27","大気中の二酸化炭素の削減方法、海水中の炭酸の回収除去方法及びその処分方法","株式会社化研","B01D53/14,103,B01J19/00@A,C02F1/46,101@Z,C02F1/58@H,B01D53/14,220,C02F1/461,101@Z","(57)【要約】
【課題】  根本的なＣＯ2の削減技術として実現してい<BR>ないこれまでのＣＯ2の発生源対策及びグローバル対策<BR>に対し、大気中に放出され蓄積しているＣＯ2を海洋を<BR>利用してグローバルに削減することによって、地球温暖<BR>化問題そのものを根本的に解決する。
【解決手段】  海洋表層海水を電解処理し、海水中に含<BR>まれる重炭酸イオン及び炭酸イオンとカルシウム及びマ<BR>グネシウムを化合させて不溶性炭酸塩を生成させ深海へ<BR>自重で沈降させ海底に堆積させる。表層の炭酸濃度が低<BR>下した海水が大気中のＣＯ2を吸収するため、地球温暖<BR>化問題が解決できる。
【選択図】      図１
","特開2005-021870","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-021870/6064162DB9F7077205B5423B35AA92E317EFF10EAC4C1AFFC9E7D09F411B44FB/11/ja"
"特開2005-016369","特願2003-180792","2003/06/25","2005/01/20","内燃機関の制御装置","トヨタ自動車株式会社","B01D53/34@A,B01D53/34,135@Z,F01N3/08@A,F01N3/24@E,F01N3/24@R,F02B37/00,302@A,F02B37/00,302@F,F02B37/00,302@Z,F02B37/12,301@Q,F02D9/02@Q,F02D13/02@D,F02D21/08,301@Z,F02D23/00@N,F02D41/04,301@A,F02D41/04,310@A,F02D41/04,320,F02D45/00,314@R,F02D45/00,314@Z,F02M25/07,550@C,F02M25/07,550@R,F02B37/24,B01D53/62,B01D53/81,B01D53/82,B01D53/92,240,B01D53/92,350,B01D53/92,352,B01D53/96,F02M26/05,F02M26/52,F02D41/04,F02D45/00","(57)【要約】
【課題】ＣＯ２吸放出材によるＣＯ２の吸放出の影響を<BR>抑制し、内燃機関の燃焼状態を適正に維持できる内燃機<BR>関の制御装置を提供する。
【解決手段】第１の状態で排気通路４のＣＯ２を吸収し<BR>、第２の状態で排気通路のＣＯ２を放出するＣＯ２吸放<BR>出手段７が設けられた内燃機関１に適用され、前記ＣＯ<BR>２吸放出手段のＣＯ２吸放出量を推定するＣＯ２吸放出<BR>量推定手段１８と、前記ＣＯ２吸放出量に基づいて前記<BR>内燃機関の排気の圧力変動を推定する圧力変動推定手段<BR>１８と、前記内燃機関へ供給する新気量を調整する新気<BR>量調整手段５、６ｂ、１０、１１と、前記圧力変動推定<BR>手段が推定した圧力変動に伴って見込まれる前記内燃機<BR>関の新気量の変化を相殺するように前記新気量調整手段<BR>の動作を制御する動作制御手段１８とを制御装置に備え<BR>る。
【選択図】      図２
","特開2005-016369","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-016369/B67E2FC0B696B979DB17AF092B2C4F84E738ED178823E6E634C9B52F9ED034A0/11/ja"
"特開2005-013952","特願2003-185695","2003/06/27","2005/01/20","炭酸ガス吸収材","東芝セラミックス株式会社","B01D53/34,135@Z,B01J20/10@B,B01J20/34@H,C01B33/32,B01D53/62,B01D53/81,B01D53/96","(57)【要約】
【課題】本発明は、室温において、十分な炭酸ガス吸収<BR>能を示す炭酸ガス吸収材及び炭酸ガス吸収方法を実現す<BR>る。また簡便な方法で使用済みの炭酸ガス吸収材を室温<BR>使用に適した炭酸ガス吸収材として再利用する方法を実<BR>現する。
【解決手段】本発明の炭酸ガス吸収材は、含水率５％以<BR>上のリチウムシリケートを主成分とするものである。リ<BR>チウムシリケート炭酸ガス吸収材に水分を含有させる手<BR>段として、炭酸ガス吸収材に水分を含ませるか、あるい<BR>は、粒子状湿潤剤を炭酸ガス吸収材に配合してもよい。
また、炭酸ガスを含有する被処理ガスに水分を添加し、<BR>リチウムシリケートを主成分とする炭酸ガス吸収材と接<BR>触させ炭酸ガスを吸収させてもよい。
使用済みの炭酸ガス吸収材は、高温熱処理を行って炭酸<BR>ガスを脱着させた後、水分を添加することによって再生<BR>することができる。
【選択図】  図１
","特開2005-013952","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-013952/A75437CCB08F4B0DD0336DFB051EAF674603A986C989D2CEF44BC107F00180F2/11/ja"
"特開2005-008478","特願2003-173967","2003/06/18","2005/01/13","排ガス中の二酸化炭素回収システムおよび二酸化炭素回収方法","株式会社東芝","B01D53/34,135@Z,B01D53/34,C01B31/20@A,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】発電用ボイラーのスチームなどを用いずに、二<BR>酸化炭素を吸収した吸収液から二酸化炭素を取り出すこ<BR>とができる排ガス中の二酸化炭素回収システムおよび二<BR>酸化炭素回収方法を提供すること目的とする。
【解決手段】吸収液噴出部１０１から噴出された吸収液<BR>１１６は、充填材１０２中を下方から上方に流れる排ガ<BR>ス１１４と気液接触し、排ガス１１４に含まれる二酸化<BR>炭素を吸収する。そして、所定のｐＨ値になった析出槽<BR>１１の吸収液１１６の流れを止め、吸収液１１６と二酸<BR>化炭素の反応生成物である不溶性化合物を析出させ、二<BR>酸化炭素を不溶性化合物として回収する。
【選択図】      図１
","特開2005-008478","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-008478/AF2830B656E55B16EC410281F9C7ED5E33A7A6F3C06E93A63F05D4B0874FBE7D/11/ja"
"特開2005-002998","特願2004-170912","2004/06/09","2005/01/06","エネルギー回収を伴うフューム処理方法","イエフペ　エネルジ　ヌヴェル","B01D53/34,135@Z,F01K23/10@A,F02C6/18@A,B01D53/62,B01D53/78,B01D53/92,240,B01D53/92,331","(57)【要約】
【課題】国際特許出願第ＷＯ－００／４８，７０９号に<BR>開示されている方法を改良する、特にフューム中の利用<BR>可能なエネルギーの回収を改善すること。
【解決手段】ガスタービンＴＧからのフュームを熱交換<BR>器Ｅ１、Ｅ２、Ｅ０１、Ｅ０２およびＥ０３で冷却し、<BR>圧縮機Ｃ１およびＣ２で圧縮する。冷却された高圧フュ<BR>ームの二酸化炭素を処理プラント１０の中で減少させる<BR>。二酸化炭素が減少したフュームを熱交換器Ｅ１および<BR>Ｅ２で加熱し、タービンＴ２、次いでＴ１で膨張させる<BR>。
  熱交換器Ｅ０１、Ｅ０２およびＥ０３で熱の形態で回<BR>収されたエネルギーを、タービンＴ、凝縮器Ｅおよびポ<BR>ンプＰを用いたエンジンサイクルによって機械的エネル<BR>ギーに変換する。機械的エネルギーはタービンＴのシャ<BR>フトで利用することができる。
【選択図】図１


","特開2005-002998","","特許4505266","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-002998/FA70B4D8A325DAF09F105663B3B048615AC5C2BC768094EDE2A672C1F4F23FB2/11/ja"
"特開2005-002996","特願2004-169333","2004/06/08","2005/01/06","フューム処理方法","イエフペ　エネルジ　ヌヴェル","B01D53/34,135@Z,B01J19/00@A,B01J19/00@E,F01D25/00@P,F02C1/04,F02C6/18@Z,B01D53/62,B01D53/78,B01D53/92,240,B01D53/92,331","(57)【要約】
【課題】国際特許出願第ＷＯ－００／４８，７０９号に<BR>開示されている方法を改良する、特にフューム中の利用<BR>可能なエネルギーの回収を改善すること。
【解決手段】ガスタービンＴＧからのフュームを熱交換<BR>器Ｅ１、Ｅ２、Ｅ０１、Ｅ０２およびＥ０３で冷却し、<BR>圧縮機Ｃ１およびＣ２で圧縮する。冷却された高圧フュ<BR>ームの二酸化炭素を処理プラント１０の中で減少させる<BR>。この二酸化炭素を地下貯蔵層中に注入することができ<BR>る。二酸化炭素が減少したフュームを熱交換器Ｅ１およ<BR>びＥ２で加熱し、タービンＴ２、次いでＴ１で膨張させ<BR>る。具体的には、タービンＴ２での膨張の後でかつター<BR>ビンＴ１での膨張の前に、圧縮機Ｃ２からのフュームの<BR>熱を用いてフュームを加熱する。
【選択図】図１
","特開2005-002996","","特許4563730","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-002996/AFC8ED738766091A07230C808EAA9060FD5660140C0F28A305F5874E2EA9CDE0/11/ja"
"特開2005-000838","特願2003-168286","2003/06/12","2005/01/06","ガス分離方法およびその装置","寺本　正明,住友電気工業株式会社","B01D19/00@D,B01D19/00,101,B01D53/14,103,B01D53/34,125@Q,B01D53/34,125@R,B01D53/34,135@Z,B01D61/00,B01D53/14,220,B01D53/50,200,B01D53/50,290,B01D53/62,B01D53/78,B01D53/96","(57)【要約】
【課題】中空糸状多孔膜を用いるガス分離方法及びその装置において、選択性、安定性及<BR>びガス分離速度の点ですぐれるとともに、従来の膜分離法と吸収法では達成し得なかった<BR>ガス分離の大幅な所要エネルギー低減を図る。
【解決手段】中空糸状多孔膜の一方の面に、原料ガス中の特定ガス成分を吸収する吸収液<BR>と原料ガスからなる供給物を供給する工程と、該原料ガス中の該特定ガス成分を吸収した<BR>該吸収液を該多孔膜を透過させる工程と、該供給側より低い圧力に保たれた透過側で該吸<BR>収した特定ガス成分を放散する工程からなることを特徴とするガス分離方法。
【選択図】      なし
","特開2005-000838","","特許4357882","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-000838/4847BBF872B8ABB9257282BCFAD88E4216123C90640F47E72A85E3D9DF044F51/11/ja"
"特開2005-000827","特願2003-167965","2003/06/12","2005/01/06","二酸化炭素回収装置および回収方法","株式会社東芝","B01D53/34,135@Z,C01B31/20@Z,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】プラント等から排出される二酸化炭素を含む気<BR>体から二酸化炭素を効率的に分離し、生物的固定するこ<BR>とのできる二酸化炭素回収装置を提供すること。
【解決手段】二酸化炭素含有気体をアルカリ性の吸収液<BR>に気液接触させて、前記二酸化炭素を前記吸収液に吸収<BR>させる吸収部と、前記二酸化炭素を吸収させた吸収液か<BR>ら、前記二酸化炭素の吸収反応により生成した反応生成<BR>物を光合成生物を用いて回収するバイオマス培養部とを<BR>具備するもの。
【選択図】      図１
","特開2005-000827","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-000827/801662F30E95454E3EEA3B81128C22E6A3DAC66DF4B2D892AD8BAF91DD78E7B6/11/ja"
"特開2004-360694","特願2004-163393","2004/06/01","2004/12/24","ガスタービンを有するエネルギ発生設備にてエネルギを発生させる方法並びに該方法を実施するエネルギ発生設備","アルストム　テクノロジー　リミテッド","B01D53/14@C,F01D17/00@F,F01D17/00@G,F02C6/08,F02C6/18@A,F02C7/04,F02C7/08@B,F02G5/02@A,F23R3/00@B,B01D53/14,200","(57)【要約】
【課題】第１の段階で空気を含むガスがガスタービンの<BR>第１の圧縮器にて圧縮され、第２の段階で前記圧縮され<BR>たガスが、燃料が添加された状態で燃焼室へ燃焼のため<BR>に導かれ、第２の段階で燃焼室からの熱い煙ガスがガス<BR>タービンの膨張部もしくはゼネレータを駆動するタービ<BR>ンにて作業出力を発揮して弛緩させられ、第４の段階で<BR>弛緩させられた煙ガスの部分流が第１の圧縮器の入口へ<BR>戻されかつ空気を含むガスに添加され、圧縮されたガス<BR>からは第３の段階の前にＣＯ２ 分離器で炭素酸化物が<BR>分離される、ガスタービンを有するエネルギ発生設備に<BR>おいてエネルギを発生する方法において、構成寸法とエ<BR>ネルギ費用を減少させること。
【解決手段】ＣＯ２ 分離器において高められたＣＯ２ <BR>濃度を可能にするために、圧縮されたガスに含まれた炭<BR>素酸化物の約７０％を超える炭素酸化物を、前記圧縮さ<BR>れたガスから除去しないこと。
【選択図】図１
","特開2004-360694","","特許4727949","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-360694/2089CE45CD79010D1FB6893FA7842770A8AA6642C75E3C4D526653FDFAB22DAE/11/ja"
"特開2004-358390","特願2003-160830","2003/06/05","2004/12/24","二酸化炭素吸収材","三菱化学株式会社","B01D53/34,135@Z,B01J20/06@C,B01J20/06@B,C01G29/00,B01D53/62,B01D53/81,B01D53/96","(57)【要約】
【課題】ＣＯ２の選択的吸収放出を繰り返すことが出来、メカニカルアロイング処理とい<BR>う省エネルギーで簡便な方法で製造できる二酸化炭素吸収材を提供する。
【解決手段】基本物質としてのＢｉと、Ｍｇ、Ｃａ、Ｓｒ、Ｂａ、Ｃｓ、Ｙ及びランタニ<BR>ド元素の群から選ばれた少なくとも１種の元素から形成されている二酸化炭素吸収材。
【選択図】        なし
","特開2004-358390","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-358390/DA90F9E96B0398C1EB44B8D07D2DB3242BF2396FEB6B74417D6A161B438EC662/11/ja"
"特表2006-527153","特願2006-515580","2004/06/08","2004/12/23","気体流れからＣＯ２を回収する方法","カンソルブ・テクノロジーズ・インコーポレーテツド","B01D53/14,102,B01D53/34,125@N,B01D53/34,130@D,B01D53/34,135@Z,C01B17/60@P,C01B31/20@B,B01D53/14,210,B01D53/50,260,B01D53/56,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
供給ガス流れからＣＯ２を回収する方法に、前記供給ガス流れにアミノ官能が約６．５か<BR>ら約９のｐＫａを示す少なくとも１種の第三級アミンである吸収剤を含んで成る再生吸収<BR>剤による処理を酸化防止剤の存在下で受けさせることでＣＯ２が豊富な流れを得た後に前<BR>記ＣＯ２が豊富な流れに処理を受けさせることで再生吸収剤とＣＯ２が豊富な産物流れを<BR>得ることを含め成る。前記供給ガス流れにまたＳＯ２および／またはＮＯｘも入っていて<BR>も構わない。
","特表2006-527153","","特許4759514","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-527153/8813DC1C9FCE668A36407CE7DBBA608B953DD4411E7B6BCB2F0D9DDAB6F430E3/11/ja"
"特表2006-526496","特願2006-508231","2004/05/29","2004/12/16","不活性な洗浄塔を用いた流体流の脱酸方法及びこのための装置","ビーエーエスエフ　ソシエタス・ヨーロピア","B01D53/14,102,B01D53/14,103,B01D53/14@C,B01D53/34,120@A,B01D53/34,121@B,B01D53/34,121@C,B01D53/34,125@E,B01D53/34,125@N,B01D53/34,127@A,B01D53/34,127@B,B01D53/34,135@Z,B09B3/00@D,C02F11/02,B01D53/14,200,B01D53/14,210,B01D53/14,220,B01D53/46,B01D53/48,100,B01D53/50,245,B01D53/50,260,B01D53/52,210,B01D53/52,220,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/80,B01D53/96,B09B3/60,B09B101:25,B09B101:70,B09B101:75","(57)【要約】
少なくとも１の吸収工程において０．５～２０ｂａｒの<BR>圧力で流体流を吸収剤と密接に接触させ、ただしその際<BR>、その内部表面が実質的にプラスチック又はゴムで構成<BR>されている不活性の洗浄塔内で該吸収工程を実施するか<BR>、又は吸収工程が複数の場合には少なくとも１の吸収工<BR>程を実施する、酸性ガスを不純物として含有する流体流<BR>の脱酸方法。
","特表2006-526496","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2006-526496/39E43BC1F56D7BCE6ECE14E38CE3F69DE63A545BF1082F9DBB8AB601BB991A4B/11/ja"
"特開2004-352587","特願2003-154489","2003/05/30","2004/12/16","排ガス中の二酸化炭素回収システムおよび二酸化炭素回収方法","株式会社東芝","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】アルカリ吸収液を再生するための熱エネルギを<BR>要せずに、二酸化炭素を吸収した吸収液から二酸化炭素<BR>を不溶性化合物として回収することができる排ガス中の<BR>二酸化炭素回収システムおよび二酸化炭素回収方法を提<BR>供すること目的とする。
【解決手段】第１の吸収液噴出部１０１から噴出された<BR>吸収液１１６は、第１の充填材１０２中を下方から上方<BR>に流れる排ガス１１４と気液接触し、排ガス１１４に含<BR>まれる二酸化炭素を吸収する。二酸化炭素を吸収した吸<BR>収液１１６は、第２の吸収液噴出部１１１から噴出され<BR>、第２の充填材１１２中を下方から上方に流れる排ガス<BR>１１４と気液接触し、排ガス１１４に含まれる二酸化炭<BR>素を吸収する。そして、所定のｐＨ値になった沈殿槽１<BR>１の吸収液１１６に、沈殿剤を添加して二酸化炭素を不<BR>溶性化合物として回収する。
【選択図】      図１
","特開2004-352587","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-352587/21DCB0D18DF52C2D471CEE800682BB2C038EA0148203BE3070F7872010B6F7BF/11/ja"
"特開2004-344703","特願2003-141764","2003/05/20","2004/12/09","二酸化炭素の処理方法及び二酸化炭素処理装置","三菱重工業株式会社,東京電力株式会社","B01D53/34,135@Z,B01J20/18@D,B01J20/34@F,C01B31/20@B,B01D53/62,B01D53/81,B01D53/96,C01B32/50","(57)【要約】
【課題】極めて効率的に排ガス中の二酸化炭素を回収処<BR>理できる方法及びその方法に適した装置を提供する。
【解決手段】排ガス中の二酸化炭素をゼオライトからな<BR>る吸着剤によって相対的低温で吸着した後、該吸着剤を<BR>相対的高温に加熱して二酸化炭素を脱着することを特徴<BR>とする二酸化炭素の処理方法を提供する。
【選択図】    図１
","特開2004-344703","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-344703/479D0527913BAEDDD5BD847FD1857613C4921B13FCC08AB7D86A443EEE792282/11/ja"
