"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特表2012-508097","特願2011-534974","2009/11/10","2010/05/14","ガス捕捉用プロセス容器およびプラント","プロセス　グループ　ピーティーワイ　リミテッド","B01D53/14,103,B01D53/14@C,B01D53/18@C,B01D53/18@D,B01D53/34,135@Z,B01D53/14,200,B01D53/14,220,B01D53/18,130,B01D53/18,140,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
  吸収器、再生器、スクラバ、リボイラ、熱交換器また<BR>はこれらの組合せのうちの少なくとも１つから選択され<BR>るガス洗浄プロセス用プロセス容器を提供する。
  プロセス容器は、セメント質材料から形成された上壁<BR>、下壁および少なくとも３つの側壁を有する。このプロ<BR>セス容器はさらに、使用時に流体がプロセス容器に流入<BR>する入口ポートおよび、流体がプロセス容器から流出す<BR>る出口ポートを有し、これらの入口ポートおよび出口ポ<BR>ートは、容器の上壁、下壁または側壁のうちの少なくと<BR>も１つに形成されている。この容器の側壁は多角形の断<BR>面を画定する。
","特表2012-508097","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-508097/AD7B6F866ABB4B47390E3DA60FA1810DB54071DD9F594A2DDCAEE95D8D835714/11/ja"
"特表2012-507395","特願2011-534611","2009/10/20","2010/05/14","アンモニア・ストリッパー・オフガスのための再吸収装置","アルストム　テクノロジー　リミテッド","B01D53/14,103,B01D53/14,B01D53/34,135@Z,B01D53/14,220,B01D53/62,B01D53/73,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】アンモニア溶液の中で二酸化炭素を吸収するこ<BR>とによって気体流から二酸化炭素を除去する改良された<BR>手段を提供する。
【解決手段】排ガス流から二酸化炭素を除去する方法は<BR>、以下のステップを備える。（ａ）二酸化炭素（１０２<BR>）を含む排ガス流をアンモニア（１０３）を含む第１の<BR>吸収用の液体と接触させる（１０１）ステップ。それに<BR>より、排ガス流中の二酸化炭素が除去され尽くす。（ｂ<BR>）ステップａで二酸化炭素（１０５）が除去され尽くし<BR>た排ガス流を第２の吸収用の液体（１０７）と接触させ<BR>る（１０６）ステップ。それにより、排ガス流からアン<BR>モニアを上述の第２の吸収用の液体に吸収させ、二酸化<BR>炭素およびアンモニア（１０９）が除去され尽くした排<BR>ガス流が生成される。（ｃ）第２の吸収用の液体からア<BR>ンモニアを分離する（１１０）ステップ。それにより、<BR>アンモニア（１１４）を含む気体流が生成される。（ｄ<BR>）ステップｃで分離されたアンモニアを含む上述の気体<BR>流を第３の吸収用の液体（１１５）と接触させる（１１<BR>３）ステップ。それにより、アンモニアは上述の第３の
","特表2012-507395","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-507395/F08B4E6A81650BDCC8AA268C6BF1F153E10C470F4412D2020C8F6947CC06C75D/11/ja"
"特開2010-100630","特願2009-277901","2009/12/07","2010/05/06","官能化されたイオン性液体およびこの使用方法","ユニバーシティ　オブ　サウス　アラバマ","B01D53/14,102,C07C41/09,C07C43/04@B,C07C45/52,C07C49/04@A,C07C49/784,C07C53/18,C07C67/08,C07C69/14,C07C69/24,C07C211/63,C07C225/22,C07C243/34,C07C309/06,C07C309/14,C07C309/15,C07C309/30,C07C311/48,C07D207/27@Z,C07D233/58,C07D233/60,102,C07D233/61,102,C07D295/08@Z,C07D401/06,C07D405/14,C07F9/54,C07F9/6506,C07F9/655,C10L3/00@B,C10L3/10,B01D53/14,210,C07D295/088","(57)【要約】      （修正有）
【課題】化学反応の溶媒、触媒およびガス混合物の精製などに有用であるイオン性液体を<BR>提供する。
【解決手段】下記一般式で表されるイオン性化合物。［式中、Ｒはアルキル基、アリール<BR>基などを表し、Ｌは、（Ｃ（Ｒ３）２）ｍ，（Ｃ（Ｒ３）２）ｎＪ（Ｃ（Ｒ３）２）ｍ，<BR>または（Ｃ（Ｒ３）２）ｎＡｒ（Ｃ（Ｒ３）２）ｍを表し；Ｚは－ＳＯ３Ｈ，－ＣＯ２Ｈ<BR>，－ＣＯ２Ｒ，－Ｃ（Ｏ）Ｎ（Ｒ”）２，－Ｃ（Ｏ）Ｎ（Ｒ”）Ｎ（Ｒ”）２，－Ｎ（Ｒ<BR>’）２，－アルケニル又はアルキニルを表し；Ｘ－はアリールスルホネート、ビス（アル<BR>キルスルホニル）アミドなどのアニオン性部位を表す。］

【選択図】なし
","特開2010-100630","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-100630/FEA8290913DD7272AA27141AF7A02C91280825638AB65E75BE2BCEAFFB1A0CF6/11/ja"
"特開2010-100492","特願2008-274547","2008/10/24","2010/05/06","二酸化炭素の回収方法および装置","株式会社東芝","B01D11/04@B,B01D53/14@C,B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
【課題】二酸化炭素を吸収した吸収液から二酸化炭素を<BR>追出すのに必要なエネルギーを低減し得る二酸化炭素の<BR>回収方法および装置を提供すること。
【解決手段】二酸化炭素を含有するガスと化学吸収液と<BR>を接触させて前記ガスから二酸化炭素を除去し、二酸化<BR>炭素を吸収したＣＯ２リッチな化学吸収液を物理吸収液<BR>と直接接触させて二酸化炭素を再生し、前記物理吸収液<BR>から二酸化炭素を分離する二酸化炭素の回収方法、およ<BR>び装置。
【選択図】図１
","特開2010-100492","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-100492/39D19A6E965B822C92D18A3F7A2EBFD7BB119B1DB5C5CDE2E5709307C8D16EA8/11/ja"
"特開2010-100491","特願2008-274485","2008/10/24","2010/05/06","二酸化炭素の回収装置および方法","株式会社東芝","B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】再生塔での吸収液の再生エネルギーを低減し得<BR>る二酸化炭素の回収装置および方法を提供すること。
【解決手段】二酸化炭素を含有するガスと二酸化炭素吸<BR>収液とを接触させて前記ガスから二酸化炭素を除去する<BR>吸収塔１、再生加熱器を有し前記吸収塔で二酸化炭素を<BR>吸収して二酸化炭素リッチになった吸収液を加熱するこ<BR>とにより再生する再生塔２とをそなえ、前記再生塔で二<BR>酸化炭素を除去して二酸化炭素リーンになった吸収液を<BR>前記吸収塔で再利用するようにした二酸化炭素回収装置<BR>であって、前記吸収塔から前記吸収液の一部を抜取り、<BR>前記抜取った吸収液を前記吸収塔の頂部に供給するライ<BR>ンを設けたことを特徴とする二酸化炭素回収装置および<BR>方法。
【選択図】図１
","特開2010-100491","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-100491/9921FCA7B5F784C26F01DBE343821F158CF3A4EAB44E72874BFD5169F0289F25/11/ja"
"特表2012-506306","特願2011-532542","2009/10/26","2010/04/29","低減された腐食作用を有するアルカノールアミン系二酸化炭素吸収溶液","ロンザ　インコーポレイテッド","B01D53/14,102,B01D53/34,135@Z,C01B31/20@B,C07C211/63,C07C215/08,C23F11/14,B01D53/14,210,B01D53/62,B01D53/76,B01D53/78,C01B32/50","(57)【要約】
  少なくとも１つのアルカノールアミンおよび少なくと<BR>も１つの第四級アンモニウム塩を含む二酸化炭素吸収水<BR>溶液が開示される。二酸化炭素含有気体混合物から二酸<BR>化炭素を回収する方法、およびアルカノールアミン系排<BR>出ガス処理プロセスにおける金属腐食を低減する方法も<BR>また開示される。
【選択図】図１
","特表2012-506306","","特許5788324","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-506306/492FC13A5E43E672A48DB02B1D1C65571AA2209DB5AB99B9E1A1A9AB3FE428A9/11/ja"
"特表2012-506302","特願2011-531399","2009/10/15","2010/04/29","アンモニア水溶液中にアミンを含有するガス洗浄用洗浄液とその使用法","ティッセンクルップ　ウーデ　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング","B01D53/14,102,B01D53/14,103,B01D53/34,121@C,B01D53/34,125@B,B01D53/34,127@A,B01D53/34,127@B,B01D53/34,128,B01D53/34,135@Z,C10K1/12,C10K1/14,C10L3/00@B,C10L3/10,B01D53/14,210,B01D53/14,220,B01D53/48,100,B01D53/50,220,B01D53/52,210,B01D53/52,220,B01D53/54,B01D53/62,B01D53/76,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
  本発明は、特に二酸化炭素及び硫化水素を含有する酸性ガスを分離するため、溶媒化合<BR>物を用いて工業ガスをガス洗浄する工程に関連するものである。発明に関する溶媒化合物<BR>はアミン水溶液から成り、前記水溶液はＣＯ２の吸収を改善するためにアンモニアを含有<BR>する。第一級及び第二級アミン基は、一又は二の置換基を有するアミンのいかなる種類も<BR>含んでいる。発明に関する溶媒化合物の成分として特に適しているのは、ピペラジン及び<BR>ピペラジン誘導体である。
","特表2012-506302","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-506302/3BB692832679CA25F8482B0F62C71720CF7563274F44CFBE309758C4C812379F/11/ja"
"特表2012-505077","特願2011-532075","2009/10/08","2010/04/22","混合気体の脱酸方法及びシステム","フー、リャン","B01D53/14@C,B01D53/14,102,B01D53/14,103,C10L3/00@B,C10L3/10,B01D53/14,200,B01D53/14,210,B01D53/14,220","(57)【要約】
  本発明は、混合気体の脱酸方法を提供し、該方法が吸<BR>収ユニットにおいて、吸収剤で混合気体に接触し、吸収<BR>剤が非相溶性の有機相とキャリア位相を含み、有機相が<BR>酸性気体を吸収し、酸性気体を被吸収された酸性気体に<BR>転換し、これで吸収剤を富酸性気体吸収剤に転換し、混<BR>合気体を純化された混合気体に転換し、吸収された酸性<BR>気体をキャリア位相に転移し、これで富酸性気体吸収剤<BR>に第１の貧酸性気体相と富酸性気体相を形成し、富酸性<BR>気体吸収剤を分離ユニットに供給し、これで第１の貧酸<BR>性気体相と富酸性気体相を分離し、それぞれの分離され<BR>た第１の貧酸性気体を吸収ユニットに循環させ、分離さ<BR>れた富酸性気体相を再生ユニットに供給し、これで酸性<BR>気体と第２の貧酸性気体相を得て、且つ第２の貧酸性気<BR>体相を吸収ユニットに循環させる。本発明の脱酸方法が<BR>従来の技術に比べて、エネルギーの消耗総量を最低レベ<BR>ルまでに低減し、且つ最大限に吸収スピードを向上させ<BR>る。
【選択図】図１
","特表2012-505077","","特許5932335","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-505077/869C427073C96CDEA360C87B8CC0AD4C8956CC7953C66AB440BDA2C2F27C05D9/11/ja"
"特表2012-506022","特願2011-531535","2009/10/06","2010/04/22","エネルギーを作り出す方法およびＣＯ２を捕捉する方法","レール・リキード－ソシエテ・アノニム・プール・レテュード・エ・レクスプロワタシオン・デ・プロセデ・ジョルジュ・クロード","B01D53/34,135@Z,B01D53/34,C01B31/20@Z,F01K27/02@D,F24J1/00,301,F24J1/02,B01D53/62,B01D53/81,C01B32/50,F24V30/00,301","(57)【要約】
炭素含有燃料（４）を酸化させることによってエネルギ<BR>ーを作り出し、生じる二酸化炭素（ＣＯ2）を捕捉する<BR>方法であって、化学ループ工程（１）と、第２の酸化工<BR>程（１２）と、熱交換移動（１０ａ－１０ｆ）と、後処<BR>理（１６）とを含む。
【選択図】    図１
","特表2012-506022","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-506022/6BB916350851FD928DB48E4F6EC5E6EDDA72E859DBA243FAE71DA0C461E15B71/11/ja"
"特表2012-505747","特願2011-532107","2009/08/27","2010/04/22","ガス流からの酸性ガスの除去","エクソンモービル　アップストリーム　リサーチ　カンパニー","B01D53/14,102,B01D53/14,103,B01D53/14@C,B01D53/34,121@B,B01D53/34,121@C,B01D53/34,121@F,B01D53/34,125@N,B01D53/34,127@B,B01D53/34,127@C,B01D53/34,130@D,B01D53/34,135@Z,B01D53/14,200,B01D53/14,210,B01D53/14,220,B01D53/48,100,B01D53/50,B01D53/50,260,B01D53/52,B01D53/52,200,B01D53/52,220,B01D53/56,200,B01D53/62,B01D53/73,B01D53/78,B01D53/96","(57)【要約】
  流体の分離のためのガス処理設備が提供される。この設備は、直列に置かれた並流接触<BR>装置を含む。各並流接触装置は、炭化水素ガスまたは窒素などの非吸収性ガスを含むガス<BR>流を受け入れる。ガス流は、また、酸性ガスまたは他の汚染物質も含む。各並流接触装置<BR>は、また、液体溶媒流を受け入れる。次いで、並流接触装置は、それぞれ、スイートニン<BR>グされたガス流およびガス処理溶液を放出する。１つの処理方向において、接触装置は、<BR>段階的にスイートニングされるガス流を送り出すように配置構成される。反対の処理方向<BR>において、接触装置は、段階的によりリッチなガス処理溶液を送り出すように配置構成さ<BR>れる。一態様において、設備は、第１の並流接触装置、第２の並流接触装置、および最後<BR>の並流接触装置を少なくとも含む。しかし、２以上の任意の数の並流接触装置が用いられ<BR>得る。ガス流を分離するための方法およびプロセスもまた提供される。
","特表2012-505747","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-505747/457F297E973532DDE46423F46F02D584D6610C20FCB98809646AC69F00369E7B/11/ja"
"特表2012-504942","特願2011-530410","2009/10/07","2010/04/22","光合成を利用して排ガス、特にＣＯ２を処理する方法及び装置","マリア　ログマンス","A01G7/00,601@C,A01G7/02,A01G9/02@B,A01G9/18,A01G31/00,604,A01G31/00,605,A01G31/00,612,A01G31/06,B01D53/34,135@Z,B01D53/62,B01D53/75,B01D53/78","(57)【要約】
  本発明は、請求項１及び１１の上位概念部に記載され<BR>た、光合成を利用して排気、特にＣＯ2を処理する方法<BR>並びに装置に関する。この場合特定の場所において、エ<BR>ネルギ発生又は燃料の調製によって発生するＣＯ2量を<BR>、その場所の近くで補償もしくは相殺するために、本発<BR>明によれば、ＣＯ2源として、燃焼プロセス又は化学的<BR>プロセスから発生した排気が働き、この排気を直接、又<BR>は圧力下で水中に、水中に溶けた炭酸を形成させながら<BR>、少なくとも部分的に閉鎖されたシステム内に導入し、<BR>該システム内において、光合成活性の成長の早いバイオ<BR>マスを栽培し、該バイオマスを周期的に収穫し、残った<BR>バイオマスからさらなるバイオマスを、自動的に繁殖さ<BR>せる。
","特表2012-504942","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-504942/8F4880CFC901075780533F5DBD105C7EACEC4BA6A990D1F5D95B389C0F853EEF/11/ja"
"特開2010-088982","特願2008-259515","2008/10/06","2010/04/22","二酸化炭素回収システム","株式会社東芝","B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】燃焼排ガスから二酸化炭素を回収するために必<BR>要なエネルギを低減することができる二酸化炭素回収シ<BR>ステムを提供する。
【解決手段】本発明による二酸化炭素回収システム１は<BR>、燃焼排ガス２に含まれる二酸化炭素を吸収液に吸収さ<BR>せる吸収塔３と、吸収塔３から二酸化炭素を吸収した吸<BR>収液４ａが供給され、二酸化炭素を吸収した吸収液４ａ<BR>から二酸化炭素ガスを放出させてこの吸収液４ａを再生<BR>する再生塔６と、再生塔６からの吸収液４ｂを加熱して<BR>水蒸気を生成させ、この水蒸気を再生塔６に供給すると<BR>ともに加熱した吸収液の一部を吸収塔２に供給するリボ<BR>イラー１９と、吸収塔３と再生塔６との間に、吸収塔３<BR>から再生塔６に供給される二酸化炭素を吸収した吸収液<BR>４ａを加熱するヒートポンプ４０とを備えている。
【選択図】図１
","特開2010-088982","","特許4956519","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-088982/8F24BA24B9189F215DEAA8C5B55F32A80492B6B5513FEEC7585487E359AAE949/11/ja"
"特許4880098","特願2011-531050","2009/09/14","2010/04/15","炭素捕捉および隔離のシステムならびに方法","エクスパンション　エナジー，　エルエルシー","B01D53/14@C,B01D53/34,135@Z,C01B31/24,C01D7/00@Z,C01F5/24,C01F11/18,B01D53/14,200,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/81,B01D53/92,240,B01D53/92,310,B01D53/92,320,B01D53/92,331,B01D53/92,350,B01D53/96,C01B32/60","(57)【要約】
実質的に非水性の溶媒およびアルカリを混合し、その結<BR>果、溶媒とアルカリとが溶媒懸濁液を形成するステップ<BR>と、水、および二酸化炭素を含有する燃焼排ガスを、溶<BR>媒懸濁液と共に混合し、その結果、反応が起こり、反応<BR>が、炭酸塩、水および熱の形成をもたらすステップとを<BR>含む二酸化炭素を捕捉および隔離するシステムならびに<BR>方法。本発明は、その多くの実施形態において、炭酸の<BR>形態の二酸化炭素をアルカリと反応させて、水と溶液か<BR>ら沈殿する容易に除去できる乾燥炭酸塩とを形成する化<BR>学プロセスを提供することによって、公知の炭素捕捉お<BR>よび隔離方法の不利点を大いに軽減する。
","特表2012-505145","","特許4880098","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-4880098/110EADB188A23B3E5968A17AA3E9AB40E22A514DA463A1D683C38B79233DE0D6/15/ja"
"特開2010-085078","特願2009-147974","2009/06/22","2010/04/15","二酸化炭素回収型汽力発電システム","株式会社東芝","B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,F01K9/00@A,F01K9/00@F,F22G5/12@C,F23J15/00@Z,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】発電効率が低下することを抑制し、排ガスから<BR>二酸化炭素を回収するために必要なエネルギを排ガスか<BR>ら取り出すことができる二酸化炭素回収型汽力発電シス<BR>テムを提供する。
【解決手段】本発明による二酸化炭素回収型汽力発電シ<BR>ステム１は、燃料２を燃焼して排ガス５を生成し、煙道<BR>８を有するボイラー６と、このボイラー６から供給され<BR>る排ガス５に含まれる二酸化炭素を吸収液に吸収させる<BR>吸収塔４０と、吸収塔４０から供給される二酸化炭素を<BR>吸収した吸収液から二酸化炭素ガスを放出させて排出す<BR>る再生塔４４とを備えている。また、この再生塔４４に<BR>おいて二酸化炭素を吸収した吸収液を加熱するために再<BR>生塔４４に供給される再生用水蒸気４３を生成するリボ<BR>イラー４９が設けられている。さらに、ボイラー６の煙<BR>道８内に、排ガス５を熱源として、再生用水蒸気４３を<BR>生成するためにリボイラー４９に供給される加熱用水６<BR>０を加熱するボイラー側熱交換器６１が設けられている<BR>。
【選択図】図１
","特開2010-085078","","特許5558036","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-085078/D4AFDF1891126ACCC851CB8F53AA8DBFF018967135B07B701557AB1C8D2B7B09/11/ja"
"特開2010-083731","特願2008-256921","2008/10/02","2010/04/15","排ガス中の二酸化炭素の回収方法","日立造船株式会社","B01D53/14,102,B01D53/34,135@Z,B09B3/00,302@Z,B09B3/00,303@Z,C01B31/20@B,B01D53/14,210,B01D53/62,B01D53/78,B01D53/79,B01D53/92,240,B01D53/92,331,B01D53/92,335,C01B32/50,B09B3/40,B09B3/80","(57)【要約】
【課題】効率的に排ガス中の二酸化炭素を除去・回収す<BR>ることができ、かつ材料コストを抑えることができる排<BR>ガス中の二酸化炭素の除去・回収方法を提供する。
【解決手段】畜糞または畜糞堆肥の加熱残渣を洗浄槽（<BR>２）において水で洗浄することにより得られる洗浄液を<BR>、吸収塔（５）において燃焼排ガスと接触させることに<BR>より洗浄液に燃焼排ガス中の二酸化炭素を吸収させ、次<BR>いで、再生塔（７）において二酸化炭素を吸収した洗浄<BR>液から二酸化炭素を回収する。
【選択図】図１
","特開2010-083731","","特許5202221","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-083731/45AE7B6D3EB3A5746B4B3A5E9A9AE1F228151FE9576483B2F840D77D2DB22AA6/11/ja"
"特開2010-082526","特願2008-253256","2008/09/30","2010/04/15","炭酸ガスの処理方法","アイシン精機株式会社","B01D53/34,135@Z,B01D53/34,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】      （修正有）
【課題】炭酸ガスを安価で簡便に処理することができる<BR>炭酸ガスの処理方法を提供する。
【解決手段】海水とアルカリ吸収液との混合液をｐＨ調<BR>整剤を添加することによりｐＨ８～１２に調整し、炭酸<BR>ガスを含有する燃焼排ガスを任意の方法、任意の温度で<BR>で接触させて、その後混合液のｐＨを、ｐＨ調整剤を添<BR>加することにより酸性に調整することにより、海水に含<BR>まれる金属のうち、少なくとも1種の金属の炭酸塩を生<BR>成させ、固形物として分離する。
【選択図】図５
","特開2010-082526","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-082526/02D28F61ADA7A8D5F39986B3532C07113C36C0FE308EC37F19C6CD158F639F2C/11/ja"
"特表2012-504050","特願2011-529601","2009/09/29","2010/04/08","二酸化炭素量を減らすためのガスの処理方法","ロディア　オペレーションズ","B01D53/14@C,B01D53/34,135@Z,B01J20/22@A,B01J20/34@H,C01B31/20@Z,C01B33/12@Z,B01D53/14,200,B01D53/62,B01D53/81,B01D53/82,B01D53/96,C01B32/50","(57)【要約】
  本発明は、ガス中のＣＯ2量を減少させるための方法に関するものであり、前記方法は<BR>、ガス性排出物を、ＣＯ2捕捉剤を含有する吸収剤に接触させることによる方法であり、<BR>前記ＣＯ2捕捉剤は固体複合材料（Ｍ）からなる基質上に含浸され、前記材料（Ｍ）は、<BR>ポリマー（Ｐ）と鉱物酸化物、シリコアルミン酸及び活性炭から選択される化合物（Ｃ）<BR>とを含有し、前記材料（Ｍ）は、平均粒径（Ｄ５０）が１００μｍ以上であり、直径が３<BR>．６～１，０００ｎｍの範囲で含まれる細孔で形成される細孔容積Ｖｄ１が、少なくとも<BR>０．２ｃｍ3／ｇである。また、本発明は前記方法で使用する特定の吸収剤に関する。
","特表2012-504050","","特許6037614","拒絶2015-013640","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-504050/0CA9F87F2EBF690586A0F86D8C2510329909DB37C7CDBFAB1691036E3CE8E57F/11/ja"
"特表2012-504494","特願2011-530160","2009/09/30","2010/04/08","高圧酸性ガスを除去する構成および方法","フルオー・テクノロジーズ・コーポレイシヨン","B01D53/14,103,C10K1/08,C10L3/00@B,C10L3/10,B01D53/14,220","(57)【要約】
  酸性ガスは、好ましくは酸性ガス除去プラント内で製<BR>造したまたは利用可能な低レベルの廃熱を用いてリッチ<BR>な溶剤を加熱した後、連続するフラッシュ段階を用いて<BR>再生された物理的溶剤を用いてフィードガスから除去さ<BR>れる。特に好ましい廃熱源は、ＣＯ２のための冷蔵シス<BR>テムおよび／または再圧縮システムの圧縮機放熱および<BR>／またはフィードガスからの（低レベル）熱容量を含む<BR>。
","特表2012-504494","","特許5657543","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-504494/61B852529690655D7F7EE01CD2B0B06E6DA4506B7B5ECAF98B96C9103FB4785B/11/ja"
"特表2012-504491","特願2011-530122","2009/09/25","2010/04/08","水洗を含むチルドアンモニア系ＣＯ２捕捉システム及び方法","アルストム　テクノロジー　リミテッド","B01D53/14,103,B01D53/18@C,B01D53/18@E,B01D53/34,131,B01D53/34,135@Z,B01D53/14,220,B01D53/18,130,B01D53/18,150,B01D53/58,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
  煙道ガスストリーム中のアンモニアの量を低減するた<BR>めの方法及びシステム。システム100は、アンモニア含<BR>有煙道ガス170を受け取る洗浄容器180；及び洗浄容器18<BR>0に導入される液体187を含んでなり、前記洗浄容器180<BR>は、第１の吸収ステージ181a及び第２の吸収ステージ18<BR>1bを含み、第１の吸収ステージ181a及び第２の吸収ステ<BR>ージ181bの各々は、物質移動装置184を有しており、前<BR>記液体187は、アンモニア含有煙道ガス170からアンモニ<BR>アを吸収するものであり、これによって、アンモニアリ<BR>ッチ液体192を形成し、アンモニアが低減された煙道ガ<BR>スストリーム190を洗浄容器180から排出する。
","特表2012-504491","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2012-504491/53F1F229039CD26AF14C4928A9F0117F87CB1387A5FE879310BD1057B6DF9608/11/ja"
"特開2010-075842","特願2008-246956","2008/09/25","2010/04/08","気泡装置","ライオン株式会社","A63H30/06,B01D53/18@A,B01D53/18,110","(57)【要約】
【課題】気泡のサイズを制御し、このような気泡を容器<BR>本体の全体に亘ってランダムに浮上させることができる<BR>気泡装置を提供する。
【解決手段】液体Ｗが封入された容器本体２と、容器本<BR>体２の下端側から液体Ｗ内に気体を気泡Ｐの状態で供給<BR>する気体供給部３と、液体Ｗ内を気泡Ｐの状態で浮上し<BR>た気体を容器本体２の上端側から排出する気体排出部４<BR>とを備え、気体供給部３は、容器本体２内に気体を導入<BR>するポンプと、気体を通過させる多数の孔部が設けられ<BR>た多孔板と、ポンプと多孔板との間に配置されて気体を<BR>面内方向に分散させる分散部材とを有することを特徴と<BR>する気泡装置１を採用する。
【選択図】図１
","特開2010-075842","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-075842/4ADD9966103C790A19CE5174B21B421AE190581320CB14A349EE05716B58ACDD/11/ja"
"特開2010-075841","特願2008-246955","2008/09/25","2010/04/08","気泡装置","ライオン株式会社","B01D53/18@A,B01D53/18,110","(57)【要約】
【課題】気体排出部における通気性を良好に保ちつつ、<BR>簡便な構造により、転倒等した際には気体排出部から液<BR>体が漏れ出すことを防止した気泡装置を提供する。
【解決手段】液体Ｗが封入された容器本体２と、容器本<BR>体２の下端側から液体Ｗ内に気体を気泡Ｐの状態で供給<BR>する気体供給部３と、液体Ｗ内を気泡Ｐの状態で浮上し<BR>た気体を容器本体２の上端側から排出する気体排出部４<BR>とを備え、気体排出部４には、気体を通過させ、なお且<BR>つ液体Ｗを遮断するバリア層が設けられていることを特<BR>徴とする気泡装置１を採用する。
【選択図】図１
","特開2010-075841","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-075841/6E2B341EE78F100E8781B9AB012EEEC28BF86AD9587CB9EC1F6542D44C5213BB/11/ja"
"特開2010-070438","特願2008-242737","2008/09/22","2010/04/02","ガス中の二酸化炭素の分離回収方法及びその装置","千代田化工建設株式会社","B01D53/18@A,B01D53/34,135@Z,C01B31/20@B,B01D53/18,110,B01D53/62,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】  簡易な方法により化学吸収液の二酸化炭素ロ<BR>ーディングを高くしてガス吸収工程と再生工程との間を<BR>循環させる化学吸収液の循環量を少なくすることが可能<BR>な二酸化炭素の分離回収方法を提供する。
【解決手段】  少なくとも２つの槽１１ａ～１１ｃに貯<BR>められた化学吸収液に対して被処理ガスＧｆを気泡状に<BR>放散して気液接触させることにより被処理ガスＧｆに含<BR>まれる二酸化炭素を分離回収する方法であって、化学吸<BR>収液を抜出槽１１ｃから抜出して再生した後に受入槽１<BR>１ａに受入れながら、受入槽１１ａから抜出槽１１ｃに<BR>至る少なくとも２つの槽１１ａ～１１ｃに亘って化学吸<BR>収液を順次移送させると共に、被処理ガスＧｆを分割し<BR>て少なくとも２つの槽１１ａ～１１ｃに貯められた化学<BR>吸収液にそれぞれ供給する。
【選択図】    図２
","特開2010-070438","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2010-070438/D2BF6DB50A13ECA66CC39C6647FB6E20CAFC9E9C0097C05F2C2B66E939133D5D/11/ja"
